
Resultados por universidad
Matriculados por tipo de centro, sexo, dedicación al estudio y rama de enseñanza
Unidades: Número de estudiantes

,Ciencias Sociales y Jurídicas,Ingeniería y Arquitectura,Artes y Humanidades,Ciencias de la Salud,Ciencias,
Cardenal Herrera-CEU,170.0,46.0,4.0,50.0,0.0,
Católica de Valencia San Vicente Mártir,392.0,0.0,12.0,129.0,0.0,
Católica San Antonio,560.0,19.0,11.0,155.0,0.0,
Católica Santa Teresa de Jesús de Ávila,93.0,24.0,6.0,0.0,0.0,
Deusto,211.0,78.0,8.0,10.0,0.0,
Europea de Canarias,7.0,73.0,0.0,21.0,0.0,
Europea de Madrid,610.0,320.0,0.0,206.0,0.0,
Europea de Valencia,105.0,13.0,0.0,14.0,0.0,
Europea del Atlántico,128.0,91.0,32.0,3.0,0.0,
Europea Miguel de Cervantes,157.0,117.0,0.0,0.0,0.0,
Fernando Pessoa-Canarias (UFP-C),0.0,0.0,0.0,9.0,0.0,
Francisco de Vitoria,672.0,0.0,0.0,18.0,0.0,
IE Universidad,75.0,0.0,0.0,0.0,0.0,
Internacional de Catalunya,36.0,16.0,0.0,33.0,0.0,
Loyola Andalucía,70.0,11.0,0.0,3.0,0.0,
Mondragón Unibertsitatea,42.0,222.0,0.0,0.0,0.0,
Navarra,75.0,88.0,82.0,18.0,3.0,
Pontificia Comillas,169.0,338.0,38.0,32.0,0.0,
Pontificia de Salamanca,37.0,8.0,14.0,24.0,0.0,
Ramón Llull,766.0,211.0,0.0,27.0,27.0,
San Jorge,42.0,8.0,0.0,21.0,0.0,
San Pablo-CEU,104.0,1.0,22.0,80.0,6.0,
Vic-Central de Catalunya,27.0,13.0,0.0,23.0,5.0,
Universidades Privadas No Presenciales,5771.0,828.0,346.0,325.0,119.0,
A Distancia de Madrid,597.0,22.0,3.0,21.0,0.0,
Internacional de La Rioja,3113.0,654.0,168.0,88.0,57.0,
Internacional Isabel I de Castilla,68.0,12.0,0.0,0.0,0.0,
Internacional Valenciana,1482.0,0.0,127.0,159.0,62.0,
Oberta de Catalunya,511.0,140.0,48.0,57.0,0.0,
Notas:
Fuente: Sistema Integral de Información Universitaria
