
Resultados por universidad
Matriculados por tipo de centro, sexo, dedicación al estudio y rama de enseñanza
Unidades: Número de estudiantes

,Ciencias Sociales y Jurídicas,Ingeniería y Arquitectura,Artes y Humanidades,Ciencias de la Salud,Ciencias,
,2018-2019,2018-2019,2018-2019,2018-2019,2018-2019,
,Centro propio,Centro propio,Centro propio,Centro propio,Centro propio,
,Mujeres,Mujeres,Mujeres,Mujeres,Mujeres,
,Tiempo Completo,Tiempo Completo,Tiempo Completo,Tiempo Completo,Tiempo Completo,
A Coruña,375.0,97.0,23.0,53.0,66.0,
Alcalá,0.0,16.0,0.0,0.0,0.0,
Alicante,421.0,63.0,128.0,62.0,40.0,
Almería,349.0,22.0,40.0,131.0,26.0,
Autónoma de Barcelona,636.0,30.0,223.0,226.0,152.0,
Autónoma de Madrid,562.0,17.0,212.0,109.0,225.0,
Barcelona,897.0,48.0,249.0,442.0,289.0,
Burgos,126.0,19.0,5.0,17.0,17.0,
Cádiz,332.0,58.0,43.0,72.0,107.0,
Cantabria,119.0,64.0,30.0,39.0,5.0,
Carlos III de Madrid,680.0,168.0,83.0,0.0,11.0,
Castilla-La Mancha,434.0,24.0,51.0,43.0,34.0,
Complutense de Madrid,1332.0,42.0,487.0,397.0,268.0,
Córdoba,359.0,90.0,135.0,76.0,39.0,
Extremadura,458.0,13.0,52.0,27.0,18.0,
Girona,220.0,56.0,21.0,48.0,24.0,
Granada,0.0,0.0,0.0,0.0,0.0,
Huelva,353.0,18.0,33.0,74.0,16.0,
Illes Balears (Les),273.0,8.0,22.0,66.0,110.0,
Jaén,30.0,21.0,0.0,21.0,0.0,
Jaume I de Castellón,243.0,24.0,148.0,95.0,22.0,
La Laguna,293.0,12.0,44.0,75.0,28.0,
La Rioja,0.0,0.0,0.0,0.0,0.0,
Las Palmas de Gran Canaria,307.0,29.0,55.0,7.0,19.0,
León,192.0,39.0,10.0,76.0,9.0,
Lleida,102.0,31.0,19.0,85.0,5.0,
Málaga,871.0,72.0,118.0,75.0,59.0,
Miguel Hernández de Elche,387.0,32.0,7.0,530.0,10.0,
Murcia,548.0,5.0,79.0,232.0,44.0,
Oviedo,153.0,112.0,3.0,17.0,15.0,
Pablo de Olavide,471.0,4.0,126.0,53.0,83.0,
País Vasco/Euskal Herriko Unibertsitatea,236.0,146.0,0.0,39.0,0.0,
Politécnica de Cartagena,47.0,85.0,0.0,0.0,1.0,
Politécnica de Catalunya,30.0,642.0,0.0,0.0,16.0,
Politécnica de Madrid,79.0,1090.0,1.0,11.0,28.0,
Politècnica de València,69.0,654.0,157.0,35.0,62.0,
Pompeu Fabra,252.0,19.0,76.0,124.0,23.0,
Pública de Navarra,147.0,62.0,0.0,21.0,5.0,
Rey Juan Carlos,968.0,68.0,104.0,156.0,20.0,
Rovira i Virgili,226.0,37.0,51.0,124.0,60.0,
Salamanca,520.0,14.0,160.0,160.0,63.0,
Santiago de Compostela,374.0,39.0,109.0,141.0,65.0,
Sevilla,742.0,404.0,209.0,246.0,87.0,
València (Estudi General),883.0,27.0,160.0,373.0,127.0,
Valladolid,113.0,94.0,22.0,18.0,13.0,
Vigo,475.0,77.0,105.0,24.0,42.0,
Zaragoza,515.0,78.0,57.0,133.0,51.0,
Universidades Públicas No Presenciales,1115.0,35.0,216.0,179.0,33.0,
Nacional de Educación a Distancia,1115.0,35.0,216.0,179.0,33.0,
Universidades Públicas Especiales,260.0,9.0,8.0,20.0,60.0,
Internacional de Andalucía,61.0,7.0,6.0,20.0,17.0,
Internacional Menéndez Pelayo,199.0,2.0,2.0,0.0,43.0,
Universidades Privadas,17963.0,1172.0,613.0,3722.0,82.0,
Universidades Privadas Presenciales,8294.0,830.0,374.0,2487.0,55.0,
Abat Oliba CEU,104.0,0.0,0.0,23.0,0.0,
Alfonso X El Sabio,281.0,16.0,11.0,111.0,0.0,
Antonio de Nebrija,1472.0,21.0,90.0,0.0,0.0,
Atlántico Medio,78.0,0.0,0.0,0.0,0.0,
