
Resultados por universidad
Matriculados por tipo de centro, sexo, dedicación al estudio y rama de enseñanza
Unidades: Número de estudiantes

,Ciencias Sociales y Jurídicas,Ingeniería y Arquitectura,Artes y Humanidades,Ciencias de la Salud,Ciencias,
Camilo José Cela,900.0,0.0,0.0,136.0,0.0,
Cardenal Herrera-CEU,336.0,31.0,8.0,143.0,0.0,
Católica de Valencia San Vicente Mártir,624.0,0.0,24.0,322.0,5.0,
Católica San Antonio,652.0,6.0,23.0,232.0,0.0,
Católica Santa Teresa de Jesús de Ávila,99.0,12.0,14.0,0.0,0.0,
Deusto,390.0,29.0,5.0,119.0,0.0,
Europea de Canarias,5.0,15.0,0.0,40.0,0.0,
Europea de Madrid,485.0,96.0,0.0,412.0,0.0,
Europea de Valencia,108.0,3.0,0.0,49.0,0.0,
Europea del Atlántico,218.0,82.0,114.0,22.0,0.0,
Europea Miguel de Cervantes,191.0,90.0,0.0,0.0,0.0,
Fernando Pessoa-Canarias (UFP-C),0.0,0.0,0.0,34.0,0.0,
Francisco de Vitoria,1011.0,0.0,0.0,89.0,0.0,
IE Universidad,23.0,0.0,0.0,0.0,0.0,
Internacional de Catalunya,74.0,24.0,0.0,84.0,0.0,
Loyola Andalucía,51.0,0.0,0.0,22.0,0.0,
Mondragón Unibertsitatea,66.0,82.0,0.0,0.0,0.0,
Navarra,94.0,41.0,32.0,84.0,5.0,
Pontificia Comillas,196.0,127.0,11.0,150.0,0.0,
Pontificia de Salamanca,26.0,1.0,8.0,29.0,0.0,
Ramón Llull,554.0,128.0,0.0,111.0,31.0,
San Jorge,44.0,1.0,0.0,22.0,0.0,
San Pablo-CEU,177.0,5.0,32.0,193.0,7.0,
Vic-Central de Catalunya,35.0,20.0,2.0,60.0,7.0,
Universidades Privadas No Presenciales,9669.0,342.0,239.0,1235.0,27.0,
A Distancia de Madrid,915.0,10.0,12.0,111.0,0.0,
Internacional de La Rioja,5188.0,286.0,82.0,389.0,15.0,
Internacional Isabel I de Castilla,89.0,2.0,0.0,0.0,0.0,
Internacional Valenciana,2492.0,0.0,97.0,540.0,12.0,
Oberta de Catalunya,985.0,44.0,48.0,195.0,0.0,
Notas:
Fuente: Sistema Integral de Información Universitaria
