
Resultados por universidad
Matriculados por tipo de centro, sexo, dedicación al estudio y rama de enseñanza (solo Grado)
Unidades: Número de estudiantes

,Ciencias Sociales y Jurídicas,Ingeniería y Arquitectura,Artes y Humanidades,Ciencias de la Salud,Ciencias,
Camilo José Cela,1564.0,3.0,22.0,247.0,0.0,
Cardenal Herrera-CEU,1031.0,85.0,0.0,3344.0,0.0,
Católica de Valencia San Vicente Mártir,1960.0,0.0,8.0,2779.0,199.0,
Católica San Antonio,1456.0,73.0,67.0,2570.0,39.0,
Católica Santa Teresa de Jesús de Ávila,178.0,16.0,0.0,306.0,5.0,
Deusto,2880.0,177.0,289.0,595.0,0.0,
Europea de Canarias,70.0,5.0,0.0,30.0,0.0,
Europea de Madrid,719.0,174.0,78.0,2356.0,59.0,
Europea de Valencia,153.0,15.0,28.0,663.0,0.0,
Europea del Atlántico,511.0,53.0,80.0,151.0,0.0,
Europea Miguel de Cervantes,245.0,22.0,0.0,460.0,4.0,
Fernando Pessoa-Canarias (UFP-C),16.0,0.0,0.0,313.0,0.0,
Francisco de Vitoria,1222.0,60.0,239.0,1796.0,189.0,
IE Universidad,526.0,82.0,23.0,0.0,0.0,
Internacional de Catalunya,689.0,98.0,26.0,1283.0,0.0,
Loyola Andalucía,979.0,30.0,0.0,332.0,0.0,
Mondragón Unibertsitatea,1160.0,422.0,0.0,0.0,0.0,
Navarra,1854.0,506.0,186.0,1680.0,358.0,
Pontificia Comillas,2426.0,320.0,128.0,837.0,0.0,
Pontificia de Salamanca,843.0,9.0,0.0,1062.0,0.0,
Ramón Llull,3744.0,332.0,136.0,1309.0,106.0,
San Jorge,187.0,27.0,28.0,770.0,0.0,
San Pablo-CEU,1429.0,205.0,53.0,1829.0,85.0,
Vic-Central de Catalunya,932.0,39.0,119.0,1840.0,165.0,
Universidades Privadas No Presenciales,5986.0,80.0,471.0,1496.0,0.0,
A Distancia de Madrid,389.0,10.0,4.0,66.0,0.0,
Internacional de La Rioja,2736.0,14.0,95.0,0.0,0.0,
Internacional Isabel I de Castilla,407.0,4.0,0.0,486.0,0.0,
Internacional Valenciana,566.0,4.0,120.0,108.0,0.0,
Oberta de Catalunya,1888.0,48.0,252.0,836.0,0.0,
Notas:
Fuente: Sistema Integrado de Información Universitaria (SIIU). Secretaría General de Universidades
