
Resultados por universidad
Matriculados por tipo de centro, sexo, dedicación al estudio y rama de enseñanza
Unidades: Número de estudiantes

,Ciencias Sociales y Jurídicas,Ingeniería y Arquitectura,Artes y Humanidades,Ciencias de la Salud,Ciencias,
,2017-2018,2017-2018,2017-2018,2017-2018,2017-2018,
,Centro propio,Centro propio,Centro propio,Centro propio,Centro propio,
,Mujeres,Mujeres,Mujeres,Mujeres,Mujeres,
,Tiempo Completo,Tiempo Completo,Tiempo Completo,Tiempo Completo,Tiempo Completo,
A Coruña,388.0,75.0,32.0,44.0,57.0,
Alcalá,0.0,0.0,0.0,0.0,0.0,
Alicante,395.0,49.0,95.0,49.0,36.0,
Almería,362.0,23.0,48.0,120.0,25.0,
Autónoma de Barcelona,697.0,27.0,248.0,234.0,156.0,
Autónoma de Madrid,581.0,16.0,194.0,95.0,222.0,
Barcelona,881.0,47.0,296.0,478.0,337.0,
Burgos,130.0,16.0,0.0,15.0,15.0,
Cádiz,304.0,68.0,37.0,54.0,89.0,
Cantabria,122.0,84.0,13.0,43.0,7.0,
Carlos III de Madrid,695.0,150.0,93.0,0.0,0.0,
Castilla-La Mancha,419.0,34.0,52.0,51.0,34.0,
Complutense de Madrid,1381.0,42.0,456.0,438.0,289.0,
Córdoba,364.0,80.0,127.0,72.0,53.0,
Extremadura,473.0,22.0,47.0,21.0,14.0,
Girona,220.0,36.0,23.0,52.0,18.0,
Granada,0.0,0.0,0.0,0.0,0.0,
Huelva,342.0,24.0,15.0,36.0,15.0,
Illes Balears (Les),233.0,2.0,24.0,70.0,78.0,
Jaén,21.0,17.0,0.0,24.0,0.0,
Jaume I de Castellón,258.0,23.0,134.0,108.0,40.0,
La Laguna,317.0,8.0,38.0,72.0,27.0,
La Rioja,0.0,0.0,0.0,0.0,0.0,
Las Palmas de Gran Canaria,305.0,44.0,43.0,13.0,11.0,
León,191.0,31.0,7.0,105.0,10.0,
Lleida,122.0,25.0,22.0,85.0,0.0,
Málaga,779.0,59.0,103.0,74.0,59.0,
Miguel Hernández de Elche,396.0,27.0,8.0,542.0,13.0,
Murcia,582.0,3.0,78.0,259.0,56.0,
Oviedo,168.0,99.0,4.0,23.0,11.0,
Pablo de Olavide,425.0,2.0,111.0,43.0,60.0,
País Vasco/Euskal Herriko Unibertsitatea,199.0,141.0,0.0,33.0,0.0,
Politécnica de Cartagena,21.0,85.0,0.0,0.0,1.0,
Politécnica de Catalunya,27.0,669.0,0.0,0.0,20.0,
Politécnica de Madrid,79.0,1069.0,1.0,12.0,25.0,
Politècnica de València,63.0,604.0,121.0,44.0,46.0,
Pompeu Fabra,252.0,20.0,75.0,140.0,17.0,
Pública de Navarra,140.0,62.0,0.0,17.0,1.0,
Rey Juan Carlos,1804.0,68.0,101.0,212.0,21.0,
Rovira i Virgili,196.0,30.0,54.0,108.0,67.0,
Salamanca,513.0,17.0,132.0,149.0,50.0,
Santiago de Compostela,406.0,39.0,87.0,152.0,57.0,
Sevilla,731.0,321.0,193.0,236.0,61.0,
València (Estudi General),836.0,41.0,167.0,379.0,115.0,
Valladolid,183.0,107.0,28.0,27.0,12.0,
Vigo,503.0,85.0,112.0,19.0,48.0,
Zaragoza,489.0,106.0,43.0,144.0,63.0,
Universidades Públicas No Presenciales,1186.0,33.0,125.0,119.0,23.0,
Nacional de Educación a Distancia,1186.0,33.0,125.0,119.0,23.0,
Universidades Públicas Especiales,303.0,10.0,75.0,87.0,61.0,
Internacional de Andalucía,52.0,8.0,12.0,24.0,12.0,
Internacional Menéndez Pelayo,251.0,2.0,63.0,63.0,49.0,
Universidades Privadas,18181.0,933.0,562.0,3123.0,99.0,
Universidades Privadas Presenciales,7993.0,707.0,363.0,2317.0,75.0,
Abat Oliba CEU,88.0,0.0,0.0,20.0,0.0,
Alfonso X El Sabio,193.0,14.0,12.0,61.0,0.0,
Antonio de Nebrija,1384.0,13.0,113.0,0.0,0.0,
Atlántico Medio,0.0,0.0,0.0,0.0,0.0,
Camilo José Cela,853.0,0.0,0.0,156.0,0.0,
Cardenal Herrera-CEU,297.0,40.0,8.0,118.0,0.0,
Católica de Valencia San Vicente Mártir,534.0,0.0,29.0,260.0,9.0,
Católica San Antonio,580.0,6.0,13.0,293.0,0.0,
Católica Santa Teresa de Jesús de Ávila,101.0,8.0,8.0,0.0,2.0,
Deusto,427.0,22.0,21.0,122.0,0.0,
Europea de Canarias,8.0,9.0,0.0,44.0,0.0,
Europea de Madrid,418.0,99.0,3.0,413.0,0.0,
Europea de Valencia,61.0,4.0,0.0,41.0,0.0,
Europea del Atlántico,191.0,38.0,64.0,0.0,0.0,
Europea Miguel de Cervantes,101.0,68.0,0.0,0.0,0.0,
Fernando Pessoa-Canarias (UFP-C),0.0,0.0,0.0,15.0,0.0,
Francisco de Vitoria,1239.0,0.0,0.0,89.0,0.0,
IE Universidad,125.0,0.0,0.0,0.0,0.0,
Internacional de Catalunya,54.0,21.0,0.0,83.0,0.0,
Loyola Andalucía,53.0,0.0,0.0,0.0,0.0,
Mondragón Unibertsitatea,74.0,68.0,0.0,0.0,0.0,
Navarra,95.0,37.0,31.0,67.0,8.0,
Pontificia Comillas,254.0,118.0,21.0,146.0,0.0,
Pontificia de Salamanca,44.0,2.0,0.0,43.0,0.0,
Ramón Llull,572.0,116.0,0.0,64.0,38.0,
San Jorge,27.0,4.0,0.0,30.0,0.0,
San Pablo-CEU,174.0,3.0,40.0,207.0,9.0,
Vic-Central de Catalunya,46.0,17.0,0.0,45.0,9.0,
Universidades Privadas No Presenciales,10188.0,226.0,199.0,806.0,24.0,
A Distancia de Madrid,1032.0,5.0,12.0,110.0,0.0,
Internacional de La Rioja,4680.0,192.0,74.0,376.0,18.0,
Internacional Isabel I de Castilla,773.0,0.0,0.0,0.0,0.0,
Internacional Valenciana,2484.0,0.0,85.0,161.0,6.0,
Oberta de Catalunya,1219.0,29.0,28.0,159.0,0.0,
Notas:
Fuente: Sistema Integral de Información Universitaria
