
Resultados por universidad
Matriculados por tipo de centro, sexo, dedicación al estudio y rama de enseñanza
Unidades: Número de estudiantes

,Ciencias Sociales y Jurídicas,Ingeniería y Arquitectura,Artes y Humanidades,Ciencias de la Salud,Ciencias,
,2017-2018,2017-2018,2017-2018,2017-2018,2017-2018,
,Centro propio,Centro propio,Centro propio,Centro propio,Centro propio,
,Hombres,Hombres,Hombres,Hombres,Hombres,
,Tiempo Parcial,Tiempo Parcial,Tiempo Parcial,Tiempo Parcial,Tiempo Parcial,
A Coruña,152.0,249.0,11.0,4.0,19.0,
Alcalá,0.0,0.0,0.0,0.0,0.0,
Alicante,108.0,116.0,26.0,9.0,7.0,
Almería,84.0,63.0,7.0,27.0,8.0,
Autónoma de Barcelona,112.0,86.0,56.0,64.0,38.0,
Autónoma de Madrid,172.0,101.0,61.0,28.0,48.0,
Barcelona,367.0,36.0,206.0,89.0,92.0,
Burgos,45.0,51.0,1.0,2.0,5.0,
Cádiz,95.0,199.0,22.0,10.0,36.0,
Cantabria,37.0,177.0,16.0,2.0,4.0,
Carlos III de Madrid,223.0,459.0,18.0,0.0,1.0,
Castilla-La Mancha,125.0,132.0,22.0,2.0,6.0,
Complutense de Madrid,387.0,129.0,162.0,58.0,112.0,
Córdoba,70.0,99.0,11.0,10.0,1.0,
Extremadura,165.0,69.0,18.0,11.0,4.0,
Girona,91.0,32.0,3.0,22.0,6.0,
Granada,0.0,0.0,0.0,0.0,0.0,
Huelva,52.0,46.0,13.0,24.0,1.0,
Illes Balears (Les),121.0,51.0,18.0,16.0,53.0,
Jaén,20.0,50.0,0.0,6.0,0.0,
Jaume I de Castellón,90.0,107.0,18.0,13.0,12.0,
La Laguna,56.0,27.0,9.0,13.0,25.0,
La Rioja,0.0,0.0,0.0,0.0,0.0,
Las Palmas de Gran Canaria,87.0,25.0,15.0,1.0,3.0,
León,46.0,133.0,10.0,15.0,2.0,
Lleida,33.0,117.0,18.0,25.0,7.0,
Málaga,218.0,112.0,17.0,14.0,16.0,
Miguel Hernández de Elche,115.0,159.0,0.0,82.0,3.0,
Murcia,196.0,18.0,36.0,52.0,22.0,
Oviedo,17.0,139.0,1.0,0.0,15.0,
Pablo de Olavide,51.0,14.0,26.0,18.0,35.0,
País Vasco/Euskal Herriko Unibertsitatea,69.0,72.0,0.0,3.0,0.0,
Politécnica de Cartagena,18.0,143.0,0.0,0.0,1.0,
Politécnica de Catalunya,28.0,1621.0,0.0,0.0,39.0,
Politécnica de Madrid,26.0,1263.0,1.0,0.0,1.0,
Politècnica de València,53.0,1262.0,53.0,22.0,59.0,
Pompeu Fabra,57.0,32.0,46.0,1.0,2.0,
Pública de Navarra,45.0,85.0,0.0,12.0,3.0,
Rey Juan Carlos,647.0,137.0,30.0,65.0,11.0,
Rovira i Virgili,81.0,148.0,16.0,12.0,4.0,
Salamanca,54.0,47.0,28.0,13.0,9.0,
Santiago de Compostela,117.0,63.0,34.0,29.0,27.0,
Sevilla,226.0,487.0,97.0,66.0,38.0,
València (Estudi General),400.0,63.0,68.0,78.0,46.0,
Valladolid,41.0,184.0,4.0,2.0,0.0,
Vigo,107.0,114.0,27.0,2.0,33.0,
Zaragoza,110.0,151.0,12.0,29.0,12.0,
Universidades Públicas No Presenciales,1483.0,677.0,634.0,182.0,133.0,
Nacional de Educación a Distancia,1483.0,677.0,634.0,182.0,133.0,
Universidades Públicas Especiales,332.0,26.0,52.0,19.0,10.0,
Internacional de Andalucía,13.0,1.0,10.0,8.0,4.0,
Internacional Menéndez Pelayo,319.0,25.0,42.0,11.0,6.0,
Universidades Privadas,8457.0,2969.0,640.0,737.0,104.0,
Universidades Privadas Presenciales,3583.0,738.0,209.0,322.0,40.0,
Abat Oliba CEU,68.0,0.0,0.0,4.0,0.0,
Alfonso X El Sabio,96.0,98.0,0.0,0.0,0.0,
Antonio de Nebrija,992.0,2.0,16.0,0.0,0.0,
Atlántico Medio,0.0,0.0,0.0,0.0,0.0,
Camilo José Cela,122.0,0.0,0.0,16.0,0.0,
Cardenal Herrera-CEU,52.0,23.0,2.0,13.0,0.0,
Católica de Valencia San Vicente Mártir,105.0,6.0,9.0,30.0,0.0,
Católica San Antonio,206.0,23.0,3.0,131.0,0.0,
Católica Santa Teresa de Jesús de Ávila,30.0,64.0,6.0,1.0,1.0,
Deusto,166.0,52.0,1.0,13.0,0.0,
Europea de Canarias,0.0,1.0,0.0,2.0,0.0,
Europea de Madrid,10.0,56.0,0.0,17.0,0.0,
Europea de Valencia,19.0,1.0,0.0,0.0,0.0,
Europea del Atlántico,64.0,39.0,103.0,0.0,0.0,
Europea Miguel de Cervantes,58.0,12.0,0.0,0.0,0.0,
Fernando Pessoa-Canarias (UFP-C),0.0,0.0,0.0,0.0,0.0,
Francisco de Vitoria,133.0,0.0,0.0,11.0,0.0,
IE Universidad,6.0,0.0,0.0,0.0,0.0,
Internacional de Catalunya,65.0,0.0,0.0,6.0,0.0,
Loyola Andalucía,142.0,3.0,0.0,0.0,0.0,
Mondragón Unibertsitatea,55.0,31.0,0.0,0.0,0.0,
Navarra,38.0,92.0,15.0,8.0,0.0,
Pontificia Comillas,303.0,65.0,43.0,7.0,0.0,
Pontificia de Salamanca,4.0,13.0,0.0,3.0,0.0,
Ramón Llull,591.0,147.0,5.0,14.0,32.0,
San Jorge,6.0,0.0,0.0,8.0,0.0,
San Pablo-CEU,219.0,6.0,1.0,30.0,6.0,
Vic-Central de Catalunya,33.0,4.0,5.0,8.0,1.0,
Universidades Privadas No Presenciales,4874.0,2231.0,431.0,415.0,64.0,
A Distancia de Madrid,864.0,34.0,0.0,19.0,0.0,
Internacional de La Rioja,998.0,329.0,39.0,25.0,13.0,
Internacional Isabel I de Castilla,79.0,0.0,0.0,0.0,0.0,
Internacional Valenciana,234.0,0.0,14.0,26.0,51.0,
Oberta de Catalunya,2699.0,1868.0,378.0,345.0,0.0,
Notas:
Fuente: Sistema Integral de Información Universitaria
