
Resultados por universidad
Matriculados por tipo de centro, sexo, dedicación al estudio y rama de enseñanza
Unidades: Número de estudiantes

,Ciencias Sociales y Jurídicas,Ingeniería y Arquitectura,Artes y Humanidades,Ciencias de la Salud,Ciencias,
,2019-2020,2019-2020,2019-2020,2019-2020,2019-2020,
,Centro propio,Centro propio,Centro propio,Centro propio,Centro propio,
,Mujeres,Mujeres,Mujeres,Mujeres,Mujeres,
,Tiempo Parcial,Tiempo Parcial,Tiempo Parcial,Tiempo Parcial,Tiempo Parcial,
A Coruña,216.0,114.0,33.0,33.0,45.0,
Alcalá,0.0,30.0,0.0,0.0,0.0,
Alicante,193.0,55.0,81.0,29.0,10.0,
Almería,143.0,37.0,35.0,62.0,19.0,
Autónoma de Barcelona,196.0,51.0,84.0,174.0,33.0,
Autónoma de Madrid,344.0,17.0,142.0,72.0,84.0,
Barcelona,571.0,40.0,445.0,207.0,97.0,
Burgos,68.0,23.0,9.0,6.0,4.0,
Cádiz,209.0,98.0,32.0,19.0,43.0,
Cantabria,75.0,67.0,21.0,17.0,0.0,
Carlos III de Madrid,389.0,163.0,35.0,0.0,1.0,
Castilla-La Mancha,177.0,38.0,43.0,15.0,15.0,
Complutense de Madrid,692.0,40.0,303.0,209.0,117.0,
Córdoba,169.0,41.0,60.0,52.0,4.0,
Extremadura,236.0,21.0,38.0,14.0,9.0,
Girona,89.0,8.0,10.0,66.0,4.0,
Granada,0.0,0.0,0.0,0.0,0.0,
Huelva,110.0,39.0,10.0,72.0,7.0,
Illes Balears (Les),218.0,23.0,22.0,58.0,104.0,
Jaén,31.0,19.0,0.0,26.0,0.0,
Jaume I de Castellón,170.0,44.0,114.0,73.0,6.0,
La Laguna,120.0,7.0,37.0,36.0,26.0,
La Rioja,0.0,0.0,0.0,0.0,0.0,
Las Palmas de Gran Canaria,170.0,33.0,45.0,3.0,5.0,
León,56.0,67.0,16.0,72.0,3.0,
Lleida,95.0,43.0,37.0,65.0,5.0,
Málaga,464.0,52.0,74.0,37.0,26.0,
Miguel Hernández de Elche,182.0,40.0,8.0,173.0,3.0,
Murcia,335.0,2.0,40.0,150.0,25.0,
Oviedo,66.0,69.0,5.0,1.0,4.0,
Pablo de Olavide,117.0,5.0,63.0,24.0,70.0,
País Vasco/Euskal Herriko Unibertsitatea,138.0,62.0,21.0,53.0,6.0,
Politécnica de Cartagena,27.0,67.0,0.0,0.0,0.0,
Politécnica de Catalunya,35.0,527.0,0.0,0.0,22.0,
Politécnica de Madrid,57.0,779.0,1.0,5.0,13.0,
Politècnica de València,81.0,511.0,106.0,30.0,31.0,
Pompeu Fabra,151.0,10.0,54.0,7.0,2.0,
Pública de Navarra,66.0,32.0,0.0,42.0,3.0,
Rey Juan Carlos,819.0,82.0,72.0,141.0,10.0,
Rovira i Virgili,134.0,49.0,12.0,102.0,2.0,
Salamanca,98.0,23.0,33.0,39.0,1.0,
Santiago de Compostela,202.0,37.0,66.0,68.0,48.0,
Sevilla,453.0,308.0,140.0,184.0,12.0,
València (Estudi General),680.0,35.0,119.0,185.0,44.0,
Valladolid,67.0,90.0,21.0,7.0,2.0,
Vigo,196.0,32.0,73.0,9.0,48.0,
Zaragoza,264.0,66.0,27.0,82.0,8.0,
Universidades Públicas No Presenciales,2128.0,222.0,602.0,423.0,97.0,
Nacional de Educación a Distancia,2128.0,222.0,602.0,423.0,97.0,
Universidades Públicas Especiales,457.0,11.0,63.0,9.0,7.0,
Internacional de Andalucía,30.0,4.0,3.0,8.0,3.0,
Internacional Menéndez Pelayo,427.0,7.0,60.0,1.0,4.0,
Universidades Privadas,15693.0,1855.0,1447.0,4204.0,82.0,
Universidades Privadas Presenciales,4567.0,543.0,569.0,1342.0,41.0,
Abat Oliba CEU,58.0,0.0,0.0,27.0,0.0,
Alfonso X El Sabio,54.0,34.0,1.0,56.0,0.0,
Antonio de Nebrija,963.0,23.0,191.0,0.0,0.0,
Atlántico Medio,494.0,0.0,0.0,0.0,0.0,
Camilo José Cela,166.0,0.0,0.0,42.0,0.0,
Cardenal Herrera-CEU,107.0,32.0,5.0,87.0,0.0,
