
Resultados por universidad
Matriculados por tipo de centro, sexo, dedicación al estudio y rama de enseñanza
Unidades: Número de estudiantes

,Ciencias Sociales y Jurídicas,Ingeniería y Arquitectura,Artes y Humanidades,Ciencias de la Salud,Ciencias,
,2019-2020,2019-2020,2019-2020,2019-2020,2019-2020,
,Centro propio,Centro propio,Centro propio,Centro propio,Centro propio,
,Hombres,Hombres,Hombres,Hombres,Hombres,
,Tiempo Parcial,Tiempo Parcial,Tiempo Parcial,Tiempo Parcial,Tiempo Parcial,
A Coruña,164.0,267.0,14.0,10.0,25.0,
Alcalá,0.0,85.0,0.0,0.0,0.0,
Alicante,117.0,138.0,32.0,8.0,10.0,
Almería,123.0,89.0,11.0,29.0,19.0,
Autónoma de Barcelona,112.0,96.0,76.0,89.0,46.0,
Autónoma de Madrid,172.0,69.0,70.0,46.0,74.0,
Barcelona,343.0,52.0,228.0,68.0,102.0,
Burgos,49.0,49.0,2.0,2.0,8.0,
Cádiz,96.0,284.0,20.0,6.0,44.0,
Cantabria,48.0,170.0,16.0,8.0,3.0,
Carlos III de Madrid,228.0,515.0,32.0,0.0,10.0,
Castilla-La Mancha,170.0,116.0,24.0,7.0,8.0,
Complutense de Madrid,419.0,118.0,174.0,69.0,116.0,
Córdoba,114.0,140.0,18.0,13.0,3.0,
Extremadura,153.0,75.0,24.0,14.0,11.0,
Girona,66.0,23.0,6.0,20.0,4.0,
Granada,0.0,0.0,0.0,0.0,0.0,
Huelva,51.0,76.0,11.0,34.0,7.0,
Illes Balears (Les),121.0,63.0,15.0,23.0,72.0,
Jaén,21.0,55.0,0.0,7.0,0.0,
Jaume I de Castellón,87.0,138.0,18.0,13.0,12.0,
La Laguna,70.0,22.0,17.0,15.0,32.0,
La Rioja,0.0,0.0,0.0,0.0,0.0,
Las Palmas de Gran Canaria,109.0,47.0,28.0,2.0,9.0,
León,54.0,151.0,9.0,21.0,4.0,
Lleida,56.0,113.0,18.0,19.0,5.0,
Málaga,241.0,191.0,24.0,15.0,20.0,
Miguel Hernández de Elche,122.0,145.0,5.0,75.0,4.0,
Murcia,190.0,18.0,39.0,68.0,22.0,
Oviedo,31.0,148.0,5.0,0.0,16.0,
Pablo de Olavide,78.0,30.0,34.0,16.0,32.0,
País Vasco/Euskal Herriko Unibertsitatea,77.0,168.0,15.0,11.0,4.0,
Politécnica de Cartagena,33.0,163.0,0.0,0.0,0.0,
Politécnica de Catalunya,42.0,1471.0,0.0,0.0,40.0,
Politécnica de Madrid,34.0,1635.0,1.0,5.0,8.0,
Politècnica de València,74.0,1112.0,42.0,15.0,22.0,
Pompeu Fabra,80.0,24.0,36.0,3.0,0.0,
Pública de Navarra,38.0,99.0,0.0,6.0,5.0,
Rey Juan Carlos,622.0,153.0,47.0,53.0,11.0,
Rovira i Virgili,113.0,210.0,7.0,21.0,3.0,
Salamanca,56.0,63.0,29.0,11.0,9.0,
Santiago de Compostela,109.0,59.0,25.0,27.0,33.0,
Sevilla,217.0,655.0,115.0,88.0,48.0,
València (Estudi General),480.0,77.0,75.0,88.0,59.0,
Valladolid,46.0,170.0,15.0,1.0,0.0,
Vigo,102.0,111.0,20.0,5.0,39.0,
Zaragoza,147.0,177.0,19.0,15.0,12.0,
Universidades Públicas No Presenciales,1469.0,779.0,574.0,293.0,157.0,
Nacional de Educación a Distancia,1469.0,779.0,574.0,293.0,157.0,
Universidades Públicas Especiales,516.0,63.0,37.0,5.0,7.0,
Internacional de Andalucía,22.0,3.0,11.0,5.0,5.0,
Internacional Menéndez Pelayo,494.0,60.0,26.0,0.0,2.0,
Universidades Privadas,9876.0,4464.0,903.0,1173.0,179.0,
Universidades Privadas Presenciales,3734.0,960.0,270.0,516.0,38.0,
Abat Oliba CEU,45.0,0.0,0.0,3.0,0.0,
Alfonso X El Sabio,55.0,145.0,0.0,14.0,0.0,
Antonio de Nebrija,815.0,24.0,70.0,0.0,0.0,
Atlántico Medio,330.0,0.0,0.0,0.0,0.0,
Camilo José Cela,113.0,0.0,0.0,22.0,0.0,
Cardenal Herrera-CEU,53.0,24.0,3.0,27.0,0.0,
