
Resultados por universidad
Matriculados por tipo de centro, sexo, dedicación al estudio y rama de enseñanza
Unidades: Número de estudiantes

,Ciencias Sociales y Jurídicas,Ingeniería y Arquitectura,Artes y Humanidades,Ciencias de la Salud,Ciencias,
,2015-2016,2015-2016,2015-2016,2015-2016,2015-2016,
,Centro propio,Centro propio,Centro propio,Centro propio,Centro propio,
,Hombres,Hombres,Hombres,Hombres,Hombres,
,Tiempo Completo,Tiempo Completo,Tiempo Completo,Tiempo Completo,Tiempo Completo,
A Coruña,152.0,192.0,3.0,12.0,33.0,
Alcalá,0.0,0.0,0.0,0.0,0.0,
Alicante,265.0,155.0,53.0,13.0,51.0,
Almería,232.0,38.0,14.0,48.0,9.0,
Autónoma de Barcelona,450.0,72.0,139.0,84.0,159.0,
Autónoma de Madrid,280.0,65.0,94.0,27.0,234.0,
Barcelona,497.0,50.0,147.0,191.0,298.0,
Burgos,70.0,70.0,8.0,19.0,15.0,
Cádiz,188.0,138.0,26.0,29.0,68.0,
Cantabria,77.0,254.0,18.0,13.0,8.0,
Carlos III de Madrid,444.0,436.0,24.0,0.0,5.0,
Castilla-La Mancha,279.0,112.0,40.0,16.0,30.0,
Complutense de Madrid,968.0,69.0,232.0,140.0,269.0,
Córdoba,174.0,180.0,43.0,54.0,51.0,
Extremadura,265.0,79.0,30.0,25.0,16.0,
Girona,139.0,101.0,19.0,11.0,20.0,
Granada,0.0,0.0,0.0,0.0,0.0,
Huelva,155.0,46.0,15.0,30.0,12.0,
Illes Balears (Les),144.0,10.0,16.0,22.0,53.0,
Jaén,12.0,50.0,0.0,3.0,0.0,
Jaume I de Castellón,125.0,47.0,42.0,26.0,24.0,
La Laguna,170.0,52.0,16.0,37.0,33.0,
La Rioja,0.0,0.0,0.0,0.0,0.0,
Las Palmas de Gran Canaria,177.0,31.0,29.0,8.0,20.0,
León,112.0,105.0,13.0,41.0,12.0,
Lleida,65.0,100.0,9.0,29.0,1.0,
Málaga,510.0,190.0,47.0,50.0,58.0,
Miguel Hernández de Elche,292.0,124.0,5.0,253.0,11.0,
Murcia,339.0,5.0,78.0,75.0,49.0,
Oviedo,58.0,207.0,0.0,0.0,0.0,
Pablo de Olavide,299.0,16.0,56.0,39.0,44.0,
País Vasco/Euskal Herriko Unibertsitatea,128.0,282.0,0.0,3.0,0.0,
Politécnica de Cartagena,27.0,144.0,0.0,0.0,1.0,
Politécnica de Catalunya,34.0,1410.0,0.0,0.0,39.0,
Politécnica de Madrid,56.0,1767.0,0.0,16.0,13.0,
Politècnica de València,57.0,1065.0,76.0,26.0,24.0,
Pompeu Fabra,152.0,39.0,56.0,70.0,5.0,
Pública de Navarra,88.0,159.0,0.0,1.0,2.0,
Rey Juan Carlos,870.0,75.0,64.0,65.0,21.0,
Rovira i Virgili,155.0,90.0,42.0,26.0,37.0,
Salamanca,230.0,40.0,97.0,49.0,52.0,
Santiago de Compostela,242.0,88.0,59.0,58.0,55.0,
Sevilla,446.0,548.0,119.0,96.0,45.0,
València (Estudi General),502.0,61.0,104.0,132.0,96.0,
Valladolid,61.0,163.0,27.0,14.0,12.0,
Vigo,249.0,282.0,36.0,4.0,40.0,
Zaragoza,310.0,218.0,42.0,43.0,46.0,
Universidades Públicas No Presenciales,589.0,122.0,151.0,47.0,25.0,
Nacional de Educación a Distancia,589.0,122.0,151.0,47.0,25.0,
Universidades Públicas Especiales,322.0,11.0,36.0,33.0,42.0,
Internacional de Andalucía,44.0,4.0,9.0,25.0,29.0,
Internacional Menéndez Pelayo,278.0,7.0,27.0,8.0,13.0,
Universidades Privadas,9544.0,1771.0,461.0,987.0,98.0,
Universidades Privadas Presenciales,5437.0,1367.0,274.0,883.0,49.0,
Abat Oliba CEU,108.0,0.0,0.0,4.0,0.0,
Alfonso X El Sabio,174.0,89.0,18.0,37.0,0.0,
Antonio de Nebrija,301.0,21.0,20.0,0.0,0.0,
Atlántico Medio,0.0,0.0,0.0,0.0,0.0,
Camilo José Cela,564.0,1.0,0.0,60.0,0.0,
Cardenal Herrera-CEU,104.0,131.0,0.0,33.0,0.0,
Católica de Valencia San Vicente Mártir,461.0,0.0,26.0,126.0,0.0,
Católica San Antonio,490.0,24.0,0.0,212.0,0.0,
Católica Santa Teresa de Jesús de Ávila,38.0,18.0,2.0,0.0,2.0,
Deusto,247.0,87.0,15.0,15.0,0.0,
Europea de Canarias,2.0,67.0,0.0,16.0,0.0,
Europea de Madrid,589.0,257.0,6.0,182.0,0.0,
Europea de Valencia,39.0,0.0,0.0,3.0,0.0,
Europea del Atlántico,15.0,0.0,0.0,0.0,0.0,
Europea Miguel de Cervantes,39.0,0.0,0.0,0.0,0.0,
Fernando Pessoa-Canarias (UFP-C),0.0,0.0,0.0,0.0,0.0,
Francisco de Vitoria,730.0,7.0,0.0,3.0,0.0,
IE Universidad,61.0,0.0,0.0,0.0,0.0,
Internacional de Catalunya,0.0,0.0,0.0,0.0,0.0,
Loyola Andalucía,40.0,0.0,0.0,0.0,0.0,
Mondragón Unibertsitatea,60.0,150.0,0.0,0.0,0.0,
Navarra,87.0,59.0,101.0,25.0,7.0,
Pontificia Comillas,245.0,244.0,54.0,28.0,0.0,
Pontificia de Salamanca,65.0,32.0,0.0,3.0,0.0,
Ramón Llull,729.0,128.0,2.0,17.0,19.0,
San Jorge,27.0,0.0,0.0,14.0,0.0,
San Pablo-CEU,164.0,51.0,29.0,96.0,11.0,
Vic-Central de Catalunya,58.0,1.0,1.0,9.0,10.0,
Universidades Privadas No Presenciales,4107.0,404.0,187.0,104.0,49.0,
A Distancia de Madrid,696.0,31.0,0.0,17.0,0.0,
Internacional de La Rioja,2025.0,325.0,121.0,21.0,0.0,
Internacional Isabel I de Castilla,361.0,0.0,0.0,0.0,0.0,
Internacional Valenciana,765.0,0.0,42.0,29.0,49.0,
Oberta de Catalunya,260.0,48.0,24.0,37.0,0.0,
Notas:
Fuente: Sistema Integral de Información Universitaria
