
Resultados por universidad
Matriculados por tipo de centro, sexo, dedicación al estudio y rama de enseñanza
Unidades: Número de estudiantes

,Ciencias Sociales y Jurídicas,Ingeniería y Arquitectura,Artes y Humanidades,Ciencias de la Salud,Ciencias,
,2015-2016,2015-2016,2015-2016,2015-2016,2015-2016,
,Centro propio,Centro propio,Centro propio,Centro propio,Centro propio,
,Hombres,Hombres,Hombres,Hombres,Hombres,
,Tiempo Parcial,Tiempo Parcial,Tiempo Parcial,Tiempo Parcial,Tiempo Parcial,
A Coruña,104.0,151.0,5.0,5.0,18.0,
Alcalá,0.0,0.0,0.0,0.0,0.0,
Alicante,108.0,89.0,25.0,8.0,9.0,
Almería,45.0,31.0,5.0,31.0,10.0,
Autónoma de Barcelona,112.0,46.0,48.0,45.0,41.0,
Autónoma de Madrid,230.0,81.0,73.0,13.0,46.0,
Barcelona,327.0,57.0,208.0,64.0,87.0,
Burgos,35.0,44.0,0.0,1.0,7.0,
Cádiz,32.0,71.0,4.0,8.0,9.0,
Cantabria,38.0,103.0,9.0,1.0,6.0,
Carlos III de Madrid,226.0,416.0,12.0,0.0,2.0,
Castilla-La Mancha,87.0,122.0,16.0,6.0,3.0,
Complutense de Madrid,456.0,107.0,109.0,40.0,67.0,
Córdoba,38.0,87.0,29.0,21.0,8.0,
Extremadura,147.0,69.0,12.0,12.0,12.0,
Girona,58.0,27.0,4.0,4.0,7.0,
Granada,0.0,0.0,0.0,0.0,0.0,
Huelva,38.0,39.0,9.0,27.0,2.0,
Illes Balears (Les),111.0,22.0,16.0,19.0,76.0,
Jaén,16.0,15.0,0.0,5.0,0.0,
Jaume I de Castellón,74.0,76.0,20.0,18.0,16.0,
La Laguna,40.0,32.0,11.0,17.0,32.0,
La Rioja,0.0,0.0,0.0,0.0,0.0,
Las Palmas de Gran Canaria,42.0,18.0,14.0,1.0,4.0,
León,25.0,128.0,9.0,17.0,2.0,
Lleida,31.0,90.0,21.0,12.0,4.0,
Málaga,193.0,67.0,18.0,16.0,12.0,
Miguel Hernández de Elche,81.0,124.0,1.0,65.0,4.0,
Murcia,175.0,20.0,41.0,67.0,31.0,
Oviedo,13.0,36.0,0.0,0.0,0.0,
Pablo de Olavide,67.0,0.0,25.0,9.0,17.0,
País Vasco/Euskal Herriko Unibertsitatea,54.0,24.0,0.0,3.0,0.0,
Politécnica de Cartagena,25.0,57.0,0.0,0.0,0.0,
Politécnica de Catalunya,23.0,1081.0,0.0,0.0,31.0,
Politécnica de Madrid,16.0,701.0,2.0,0.0,5.0,
Politècnica de València,45.0,799.0,51.0,19.0,21.0,
Pompeu Fabra,69.0,9.0,38.0,8.0,0.0,
Pública de Navarra,45.0,94.0,0.0,12.0,0.0,
Rey Juan Carlos,552.0,109.0,25.0,67.0,12.0,
Rovira i Virgili,95.0,127.0,12.0,16.0,4.0,
Salamanca,47.0,42.0,19.0,10.0,9.0,
Santiago de Compostela,108.0,60.0,33.0,32.0,44.0,
Sevilla,192.0,258.0,62.0,63.0,28.0,
València (Estudi General),368.0,47.0,61.0,64.0,39.0,
Valladolid,32.0,135.0,13.0,3.0,4.0,
Vigo,118.0,105.0,23.0,4.0,25.0,
Zaragoza,89.0,118.0,14.0,18.0,13.0,
Universidades Públicas No Presenciales,1740.0,638.0,681.0,199.0,124.0,
Nacional de Educación a Distancia,1740.0,638.0,681.0,199.0,124.0,
Universidades Públicas Especiales,258.0,2.0,62.0,2.0,3.0,
Internacional de Andalucía,12.0,2.0,3.0,2.0,3.0,
Internacional Menéndez Pelayo,246.0,0.0,59.0,0.0,0.0,
Universidades Privadas,6532.0,2029.0,457.0,1091.0,104.0,
Universidades Privadas Presenciales,3096.0,733.0,148.0,826.0,88.0,
Abat Oliba CEU,62.0,0.0,0.0,0.0,0.0,
Alfonso X El Sabio,60.0,96.0,0.0,0.0,0.0,
Antonio de Nebrija,408.0,5.0,57.0,0.0,0.0,
Atlántico Medio,0.0,0.0,0.0,0.0,0.0,
Camilo José Cela,543.0,1.0,0.0,12.0,0.0,
Cardenal Herrera-CEU,14.0,9.0,0.0,7.0,0.0,
Católica de Valencia San Vicente Mártir,63.0,18.0,7.0,11.0,0.0,
Católica San Antonio,126.0,24.0,0.0,679.0,0.0,
Católica Santa Teresa de Jesús de Ávila,23.0,58.0,4.0,0.0,8.0,
Deusto,139.0,62.0,3.0,11.0,0.0,
Europea de Canarias,0.0,0.0,0.0,0.0,0.0,
Europea de Madrid,38.0,85.0,0.0,30.0,0.0,
Europea de Valencia,0.0,3.0,0.0,0.0,0.0,
Europea del Atlántico,9.0,9.0,14.0,0.0,0.0,
Europea Miguel de Cervantes,24.0,0.0,0.0,0.0,0.0,
Fernando Pessoa-Canarias (UFP-C),0.0,0.0,0.0,0.0,0.0,
Francisco de Vitoria,201.0,0.0,0.0,5.0,0.0,
IE Universidad,3.0,0.0,0.0,0.0,0.0,
Internacional de Catalunya,0.0,0.0,0.0,0.0,0.0,
Loyola Andalucía,103.0,0.0,0.0,0.0,0.0,
Mondragón Unibertsitatea,112.0,19.0,0.0,0.0,0.0,
Navarra,42.0,116.0,11.0,11.0,0.0,
Pontificia Comillas,293.0,56.0,46.0,2.0,0.0,
Pontificia de Salamanca,5.0,5.0,0.0,7.0,0.0,
Ramón Llull,619.0,126.0,3.0,13.0,36.0,
San Jorge,8.0,0.0,0.0,8.0,0.0,
San Pablo-CEU,166.0,40.0,1.0,26.0,42.0,
Vic-Central de Catalunya,35.0,1.0,2.0,4.0,2.0,
Universidades Privadas No Presenciales,3436.0,1296.0,309.0,265.0,16.0,
A Distancia de Madrid,967.0,40.0,0.0,11.0,0.0,
Internacional de La Rioja,702.0,187.0,18.0,4.0,0.0,
Internacional Isabel I de Castilla,31.0,0.0,0.0,0.0,0.0,
Internacional Valenciana,88.0,0.0,9.0,15.0,16.0,
Oberta de Catalunya,1648.0,1069.0,282.0,235.0,0.0,
Notas:
Fuente: Sistema Integral de Información Universitaria
