
Resultados por universidad
Matriculados por tipo de centro, sexo, dedicación al estudio y rama de enseñanza (solo Grado)
Unidades: Número de estudiantes

,Ciencias Sociales y Jurídicas,Ingeniería y Arquitectura,Artes y Humanidades,Ciencias de la Salud,Ciencias,
,2016-2017,2016-2017,2016-2017,2016-2017,2016-2017,
,Centro propio,Centro propio,Centro propio,Centro propio,Centro propio,
,Mujeres,Mujeres,Mujeres,Mujeres,Mujeres,
,Tiempo Completo,Tiempo Completo,Tiempo Completo,Tiempo Completo,Tiempo Completo,
A Coruña,2751.0,1106.0,320.0,877.0,367.0,
Alcalá,2505.0,509.0,748.0,2071.0,621.0,
Alicante,6781.0,728.0,1346.0,1023.0,713.0,
Almería,3040.0,229.0,386.0,940.0,322.0,
Autónoma de Barcelona,5668.0,218.0,2036.0,3665.0,1698.0,
Autónoma de Madrid,4362.0,270.0,2052.0,2677.0,1636.0,
Barcelona,9386.0,277.0,3009.0,5686.0,2061.0,
Burgos,1794.0,226.0,108.0,614.0,92.0,
Cádiz,4327.0,526.0,696.0,1595.0,641.0,
Cantabria,1855.0,423.0,50.0,729.0,101.0,
Carlos III de Madrid,4490.0,1076.0,48.0,0.0,0.0,
Castilla-La Mancha,5631.0,738.0,791.0,2746.0,506.0,
Complutense de Madrid,13376.0,573.0,4299.0,7784.0,2380.0,
Córdoba,3077.0,278.0,993.0,1448.0,962.0,
Extremadura,4151.0,502.0,370.0,2333.0,705.0,
Girona,2715.0,250.0,354.0,1036.0,628.0,
Granada,9280.0,916.0,2964.0,5022.0,1873.0,
Huelva,2637.0,206.0,410.0,882.0,191.0,
Illes Balears (Les),2918.0,154.0,425.0,847.0,354.0,
Jaén,3319.0,308.0,395.0,1272.0,392.0,
Jaume I de Castellón,3259.0,429.0,588.0,958.0,97.0,
La Laguna,4030.0,429.0,1000.0,2347.0,541.0,
La Rioja,1186.0,125.0,144.0,0.0,143.0,
Las Palmas de Gran Canaria,4209.0,808.0,855.0,1596.0,126.0,
León,1756.0,333.0,253.0,1033.0,620.0,
Lleida,1801.0,139.0,319.0,1499.0,185.0,
Málaga,7445.0,1261.0,1906.0,2563.0,940.0,
Miguel Hernández de Elche,956.0,223.0,201.0,1873.0,221.0,
Murcia,6539.0,166.0,1985.0,3579.0,1139.0,
Oviedo,3427.0,849.0,1018.0,1453.0,708.0,
Pablo de Olavide,3194.0,14.0,735.0,168.0,305.0,
País Vasco/Euskal Herriko Unibertsitatea,7490.0,1820.0,1861.0,3896.0,1303.0,
Politécnica de Cartagena,174.0,651.0,0.0,0.0,0.0,
Politécnica de Catalunya,0.0,3471.0,0.0,231.0,6.0,
Politécnica de Madrid,160.0,6478.0,0.0,0.0,0.0,
Politècnica de València,712.0,2782.0,1132.0,0.0,492.0,
Pompeu Fabra,3659.0,176.0,1031.0,405.0,0.0,
Pública de Navarra,2138.0,503.0,0.0,449.0,0.0,
Rey Juan Carlos,12183.0,1212.0,1099.0,1757.0,486.0,
Rovira i Virgili,2863.0,331.0,324.0,1777.0,406.0,
Salamanca,4325.0,409.0,2068.0,2779.0,1024.0,
Santiago de Compostela,3744.0,301.0,1194.0,3994.0,870.0,
Sevilla,9443.0,2752.0,2533.0,4636.0,1365.0,
València (Estudi General),9802.0,236.0,1997.0,5549.0,1333.0,
Valladolid,4842.0,927.0,823.0,1650.0,449.0,
Vigo,3585.0,833.0,934.0,108.0,558.0,
Zaragoza,6068.0,918.0,1090.0,2659.0,1045.0,
Universidades Públicas No Presenciales,7023.0,146.0,1882.0,5371.0,435.0,
Nacional de Educación a Distancia,7023.0,146.0,1882.0,5371.0,435.0,
