
Resultados por universidad
Matriculados por tipo de centro, sexo, dedicación al estudio y rama de enseñanza
Unidades: Número de estudiantes

,Ciencias Sociales y Jurídicas,Ingeniería y Arquitectura,Artes y Humanidades,Ciencias de la Salud,Ciencias,
Universidades Privadas Presenciales,7291.0,633.0,323.0,2143.0,54.0,
Abat Oliba CEU,94.0,0.0,0.0,22.0,0.0,
Alfonso X El Sabio,214.0,24.0,13.0,62.0,0.0,
Antonio de Nebrija,788.0,14.0,63.0,0.0,0.0,
Atlántico Medio,0.0,0.0,0.0,0.0,0.0,
Camilo José Cela,1102.0,0.0,0.0,143.0,0.0,
Cardenal Herrera-CEU,418.0,28.0,8.0,97.0,0.0,
Católica de Valencia San Vicente Mártir,564.0,3.0,50.0,253.0,0.0,
Católica San Antonio,548.0,6.0,22.0,373.0,0.0,
Católica Santa Teresa de Jesús de Ávila,51.0,6.0,6.0,4.0,3.0,
Deusto,421.0,24.0,43.0,99.0,0.0,
Europea de Canarias,8.0,13.0,0.0,37.0,0.0,
Europea de Madrid,357.0,99.0,3.0,300.0,0.0,
Europea de Valencia,62.0,1.0,0.0,29.0,0.0,
Europea del Atlántico,59.0,3.0,48.0,0.0,0.0,
Europea Miguel de Cervantes,31.0,30.0,0.0,0.0,0.0,
Fernando Pessoa-Canarias (UFP-C),0.0,0.0,0.0,0.0,0.0,
Francisco de Vitoria,902.0,0.0,0.0,52.0,0.0,
IE Universidad,115.0,0.0,0.0,0.0,0.0,
Internacional de Catalunya,62.0,23.0,0.0,77.0,0.0,
Loyola Andalucía,83.0,0.0,0.0,0.0,0.0,
Mondragón Unibertsitatea,71.0,75.0,0.0,0.0,0.0,
Navarra,112.0,38.0,22.0,79.0,7.0,
Pontificia Comillas,305.0,115.0,11.0,132.0,0.0,
Pontificia de Salamanca,40.0,8.0,0.0,36.0,0.0,
Ramón Llull,617.0,91.0,1.0,58.0,31.0,
San Jorge,12.0,0.0,0.0,13.0,0.0,
San Pablo-CEU,218.0,1.0,29.0,227.0,8.0,
Vic-Central de Catalunya,37.0,31.0,4.0,50.0,5.0,
Universidades Privadas No Presenciales,8727.0,238.0,209.0,611.0,9.0,
A Distancia de Madrid,938.0,6.0,0.0,84.0,0.0,
Internacional de La Rioja,4390.0,207.0,94.0,222.0,5.0,
Internacional Isabel I de Castilla,620.0,0.0,0.0,0.0,0.0,
Internacional Valenciana,1857.0,0.0,86.0,166.0,4.0,
Oberta de Catalunya,922.0,25.0,29.0,139.0,0.0,
Notas:
Fuente: Sistema Integral de Información Universitaria
