
Resultados por universidad
Matriculados por tipo de centro, sexo, dedicación al estudio y rama de enseñanza
Unidades: Número de estudiantes

,Ciencias Sociales y Jurídicas,Ingeniería y Arquitectura,Artes y Humanidades,Ciencias de la Salud,Ciencias,
Camilo José Cela,154.0,0.0,0.0,43.0,0.0,
Cardenal Herrera-CEU,103.0,17.0,9.0,65.0,0.0,
Católica de Valencia San Vicente Mártir,116.0,8.0,15.0,102.0,7.0,
Católica San Antonio,217.0,7.0,0.0,198.0,0.0,
Católica Santa Teresa de Jesús de Ávila,45.0,40.0,5.0,1.0,2.0,
Deusto,196.0,12.0,4.0,60.0,0.0,
Europea de Canarias,0.0,2.0,0.0,0.0,0.0,
Europea de Madrid,7.0,37.0,0.0,102.0,0.0,
Europea de Valencia,7.0,2.0,0.0,16.0,0.0,
Europea del Atlántico,523.0,50.0,339.0,0.0,0.0,
Europea Miguel de Cervantes,45.0,9.0,0.0,0.0,0.0,
Fernando Pessoa-Canarias (UFP-C),0.0,0.0,0.0,15.0,0.0,
Francisco de Vitoria,130.0,0.0,0.0,89.0,0.0,
IE Universidad,24.0,0.0,0.0,0.0,0.0,
Internacional de Catalunya,36.0,0.0,0.0,13.0,0.0,
Loyola Andalucía,142.0,2.0,0.0,0.0,0.0,
Mondragón Unibertsitatea,73.0,13.0,0.0,0.0,0.0,
Navarra,42.0,29.0,1.0,29.0,0.0,
Pontificia Comillas,301.0,22.0,11.0,50.0,0.0,
Pontificia de Salamanca,9.0,1.0,0.0,23.0,0.0,
Ramón Llull,440.0,90.0,0.0,63.0,39.0,
San Jorge,1.0,0.0,0.0,7.0,0.0,
San Pablo-CEU,270.0,2.0,2.0,54.0,0.0,
Vic-Central de Catalunya,94.0,7.0,28.0,43.0,7.0,
Universidades Privadas No Presenciales,10013.0,1024.0,719.0,2481.0,19.0,
A Distancia de Madrid,1132.0,10.0,3.0,141.0,0.0,
Internacional de La Rioja,1808.0,136.0,40.0,281.0,5.0,
Internacional Isabel I de Castilla,128.0,4.0,0.0,0.0,0.0,
Internacional Valenciana,535.0,0.0,17.0,300.0,14.0,
Oberta de Catalunya,6410.0,874.0,659.0,1759.0,0.0,
Notas:
Fuente: Sistema Integral de Información Universitaria
