
Resultados por universidad
Matriculados por tipo de centro, sexo, dedicación al estudio y rama de enseñanza
Unidades: Número de estudiantes

,Ciencias Sociales y Jurídicas,Ingeniería y Arquitectura,Artes y Humanidades,Ciencias de la Salud,Ciencias,
,2015-2016,2015-2016,2015-2016,2015-2016,2015-2016,
,Centro propio,Centro propio,Centro propio,Centro propio,Centro propio,
,Mujeres,Mujeres,Mujeres,Mujeres,Mujeres,
,Tiempo Completo,Tiempo Completo,Tiempo Completo,Tiempo Completo,Tiempo Completo,
A Coruña,371.0,83.0,22.0,63.0,53.0,
Alcalá,0.0,0.0,0.0,0.0,0.0,
Alicante,391.0,73.0,107.0,22.0,46.0,
Almería,395.0,9.0,20.0,119.0,22.0,
Autónoma de Barcelona,669.0,33.0,236.0,218.0,141.0,
Autónoma de Madrid,491.0,25.0,187.0,91.0,206.0,
Barcelona,795.0,40.0,254.0,406.0,323.0,
Burgos,96.0,23.0,6.0,20.0,10.0,
Cádiz,288.0,47.0,30.0,72.0,64.0,
Cantabria,146.0,88.0,17.0,58.0,3.0,
Carlos III de Madrid,552.0,143.0,64.0,0.0,1.0,
Castilla-La Mancha,350.0,54.0,52.0,30.0,26.0,
Complutense de Madrid,1846.0,38.0,408.0,346.0,266.0,
Córdoba,360.0,87.0,102.0,86.0,65.0,
Extremadura,437.0,39.0,60.0,14.0,30.0,
Girona,224.0,27.0,31.0,44.0,32.0,
Granada,0.0,0.0,0.0,0.0,0.0,
Huelva,241.0,16.0,35.0,64.0,11.0,
Illes Balears (Les),294.0,4.0,20.0,92.0,55.0,
Jaén,24.0,7.0,0.0,17.0,0.0,
Jaume I de Castellón,241.0,14.0,131.0,89.0,33.0,
La Laguna,257.0,19.0,35.0,66.0,29.0,
La Rioja,0.0,0.0,0.0,0.0,0.0,
Las Palmas de Gran Canaria,272.0,19.0,51.0,19.0,21.0,
León,154.0,33.0,22.0,91.0,14.0,
Lleida,99.0,37.0,35.0,85.0,0.0,
Málaga,762.0,45.0,106.0,88.0,38.0,
Miguel Hernández de Elche,361.0,30.0,5.0,442.0,17.0,
Murcia,523.0,2.0,78.0,240.0,71.0,
Oviedo,118.0,64.0,0.0,0.0,0.0,
Pablo de Olavide,434.0,2.0,102.0,30.0,85.0,
País Vasco/Euskal Herriko Unibertsitatea,179.0,115.0,0.0,28.0,0.0,
Politécnica de Cartagena,16.0,63.0,0.0,0.0,1.0,
Politécnica de Catalunya,21.0,567.0,0.0,0.0,21.0,
Politécnica de Madrid,49.0,804.0,0.0,22.0,9.0,
Politècnica de València,67.0,407.0,133.0,35.0,29.0,
Pompeu Fabra,265.0,8.0,99.0,139.0,13.0,
Pública de Navarra,117.0,70.0,0.0,20.0,4.0,
Rey Juan Carlos,1522.0,29.0,82.0,147.0,14.0,
Rovira i Virgili,174.0,39.0,61.0,93.0,18.0,
Salamanca,310.0,11.0,161.0,164.0,62.0,
Santiago de Compostela,375.0,60.0,99.0,163.0,41.0,
Sevilla,708.0,264.0,151.0,217.0,29.0,
València (Estudi General),780.0,19.0,142.0,349.0,106.0,
Valladolid,120.0,112.0,39.0,40.0,9.0,
Vigo,495.0,112.0,105.0,21.0,62.0,
Zaragoza,423.0,82.0,46.0,167.0,64.0,
Universidades Públicas No Presenciales,904.0,26.0,160.0,107.0,20.0,
Nacional de Educación a Distancia,904.0,26.0,160.0,107.0,20.0,
Universidades Públicas Especiales,232.0,10.0,76.0,62.0,29.0,
Internacional de Andalucía,38.0,7.0,8.0,19.0,15.0,
Internacional Menéndez Pelayo,194.0,3.0,68.0,43.0,14.0,
Universidades Privadas,13062.0,780.0,491.0,2435.0,63.0,
Universidades Privadas Presenciales,6454.0,635.0,330.0,2056.0,52.0,
Abat Oliba CEU,86.0,0.0,0.0,25.0,0.0,
Alfonso X El Sabio,251.0,34.0,21.0,60.0,0.0,
Antonio de Nebrija,347.0,13.0,76.0,0.0,0.0,
Atlántico Medio,0.0,0.0,0.0,0.0,0.0,
Camilo José Cela,884.0,5.0,0.0,152.0,0.0,
Cardenal Herrera-CEU,221.0,78.0,0.0,125.0,0.0,
Católica de Valencia San Vicente Mártir,659.0,0.0,58.0,327.0,0.0,
Católica San Antonio,560.0,8.0,0.0,385.0,0.0,
Católica Santa Teresa de Jesús de Ávila,50.0,8.0,2.0,0.0,2.0,
Deusto,460.0,27.0,54.0,66.0,0.0,
Europea de Canarias,6.0,20.0,0.0,38.0,0.0,
Europea de Madrid,406.0,83.0,8.0,336.0,0.0,
Europea de Valencia,34.0,0.0,0.0,8.0,0.0,
Europea del Atlántico,9.0,1.0,6.0,0.0,0.0,
Europea Miguel de Cervantes,29.0,0.0,0.0,0.0,0.0,
Fernando Pessoa-Canarias (UFP-C),0.0,0.0,0.0,0.0,0.0,
Francisco de Vitoria,822.0,3.0,0.0,7.0,0.0,
IE Universidad,114.0,0.0,0.0,0.0,0.0,
Internacional de Catalunya,0.0,0.0,0.0,0.0,0.0,
Loyola Andalucía,53.0,0.0,0.0,0.0,0.0,
Mondragón Unibertsitatea,53.0,65.0,0.0,0.0,0.0,
Navarra,101.0,23.0,23.0,44.0,4.0,
Pontificia Comillas,333.0,83.0,18.0,137.0,0.0,
Pontificia de Salamanca,37.0,13.0,0.0,22.0,0.0,
Ramón Llull,574.0,82.0,2.0,54.0,27.0,
San Jorge,22.0,0.0,0.0,24.0,0.0,
San Pablo-CEU,246.0,89.0,60.0,220.0,9.0,
Vic-Central de Catalunya,97.0,0.0,2.0,26.0,10.0,
Universidades Privadas No Presenciales,6608.0,145.0,161.0,379.0,11.0,
A Distancia de Madrid,832.0,13.0,0.0,67.0,0.0,
Internacional de La Rioja,3357.0,125.0,89.0,49.0,0.0,
Internacional Isabel I de Castilla,470.0,0.0,0.0,0.0,0.0,
Internacional Valenciana,1217.0,0.0,39.0,172.0,11.0,
Oberta de Catalunya,732.0,7.0,33.0,91.0,0.0,
Notas:
Fuente: Sistema Integral de Información Universitaria
