
Resultados por universidad
Matriculados por tipo de centro, sexo, dedicación al estudio y rama de enseñanza
Unidades: Número de estudiantes

,Ciencias Sociales y Jurídicas,Ingeniería y Arquitectura,Artes y Humanidades,Ciencias de la Salud,Ciencias,
Universidades Privadas Presenciales,6314.0,1398.0,293.0,1011.0,47.0,
Abat Oliba CEU,106.0,0.0,0.0,4.0,0.0,
Alfonso X El Sabio,163.0,59.0,23.0,43.0,0.0,
Antonio de Nebrija,619.0,25.0,20.0,0.0,0.0,
Atlántico Medio,0.0,0.0,0.0,0.0,0.0,
Camilo José Cela,668.0,0.0,0.0,67.0,0.0,
Cardenal Herrera-CEU,240.0,32.0,2.0,43.0,0.0,
Católica de Valencia San Vicente Mártir,439.0,7.0,20.0,124.0,0.0,
Católica San Antonio,581.0,24.0,19.0,229.0,0.0,
Católica Santa Teresa de Jesús de Ávila,67.0,15.0,1.0,1.0,1.0,
Deusto,245.0,58.0,13.0,15.0,0.0,
Europea de Canarias,5.0,69.0,0.0,23.0,0.0,
Europea de Madrid,532.0,300.0,1.0,183.0,0.0,
Europea de Valencia,70.0,6.0,0.0,9.0,0.0,
Europea del Atlántico,47.0,9.0,9.0,0.0,0.0,
Europea Miguel de Cervantes,56.0,29.0,0.0,0.0,0.0,
Fernando Pessoa-Canarias (UFP-C),0.0,0.0,0.0,0.0,0.0,
Francisco de Vitoria,762.0,0.0,0.0,11.0,0.0,
IE Universidad,68.0,0.0,0.0,0.0,0.0,
Internacional de Catalunya,30.0,12.0,0.0,36.0,0.0,
Loyola Andalucía,68.0,0.0,0.0,0.0,0.0,
Mondragón Unibertsitatea,61.0,165.0,0.0,0.0,0.0,
Navarra,82.0,95.0,94.0,21.0,5.0,
Pontificia Comillas,225.0,297.0,59.0,42.0,0.0,
Pontificia de Salamanca,33.0,24.0,0.0,9.0,0.0,
Ramón Llull,938.0,153.0,2.0,29.0,22.0,
San Jorge,35.0,0.0,0.0,3.0,0.0,
San Pablo-CEU,121.0,3.0,30.0,103.0,10.0,
Vic-Central de Catalunya,53.0,16.0,0.0,16.0,9.0,
Universidades Privadas No Presenciales,4904.0,677.0,241.0,150.0,45.0,
A Distancia de Madrid,689.0,27.0,0.0,13.0,0.0,
Internacional de La Rioja,2344.0,584.0,116.0,56.0,13.0,
Internacional Isabel I de Castilla,457.0,0.0,0.0,0.0,0.0,
Internacional Valenciana,1046.0,0.0,97.0,34.0,32.0,
Oberta de Catalunya,368.0,66.0,28.0,47.0,0.0,
Notas:
Fuente: Sistema Integral de Información Universitaria
