Universidad,Ciencias Sociales y Jurídicas,Ingeniería y Arquitectura,Artes y Humanidades,Ciencias de la Salud,Ciencias,Curso,Tipo_centro,Sexo,Dedicacion,Nivel
Barcelona,2276.0,56.0,1214.0,989.0,567.0,2015-2016,Centro propio,Mujeres,Tiempo Parcial,grado
Burgos,316.0,186.0,57.0,50.0,19.0,2015-2016,Centro propio,Mujeres,Tiempo Parcial,grado
Cádiz,954.0,186.0,140.0,94.0,127.0,2015-2016,Centro propio,Mujeres,Tiempo Parcial,grado
Cantabria,545.0,167.0,24.0,56.0,19.0,2015-2016,Centro propio,Mujeres,Tiempo Parcial,grado
Carlos III de Madrid,762.0,229.0,28.0,0.0,0.0,2015-2016,Centro propio,Mujeres,Tiempo Parcial,grado
Castilla-La Mancha,1474.0,311.0,234.0,216.0,109.0,2015-2016,Centro propio,Mujeres,Tiempo Parcial,grado
Complutense de Madrid,2192.0,124.0,841.0,933.0,503.0,2015-2016,Centro propio,Mujeres,Tiempo Parcial,grado
Córdoba,555.0,92.0,165.0,82.0,99.0,2015-2016,Centro propio,Mujeres,Tiempo Parcial,grado
Extremadura,1294.0,297.0,93.0,202.0,216.0,2015-2016,Centro propio,Mujeres,Tiempo Parcial,grado
Girona,505.0,91.0,118.0,60.0,113.0,2015-2016,Centro propio,Mujeres,Tiempo Parcial,grado
Granada,1892.0,381.0,875.0,712.0,322.0,2015-2016,Centro propio,Mujeres,Tiempo Parcial,grado
Huelva,889.0,128.0,66.0,106.0,44.0,2015-2016,Centro propio,Mujeres,Tiempo Parcial,grado
Illes Balears (Les),1290.0,77.0,198.0,202.0,111.0,2015-2016,Centro propio,Mujeres,Tiempo Parcial,grado
Jaén,524.0,94.0,56.0,166.0,52.0,2015-2016,Centro propio,Mujeres,Tiempo Parcial,grado
Jaume I de Castellón,788.0,194.0,128.0,97.0,37.0,2015-2016,Centro propio,Mujeres,Tiempo Parcial,grado
La Laguna,862.0,174.0,229.0,165.0,99.0,2015-2016,Centro propio,Mujeres,Tiempo Parcial,grado
La Rioja,150.0,20.0,27.0,0.0,20.0,2015-2016,Centro propio,Mujeres,Tiempo Parcial,grado
Las Palmas de Gran Canaria,1112.0,180.0,185.0,96.0,12.0,2015-2016,Centro propio,Mujeres,Tiempo Parcial,grado
León,404.0,276.0,103.0,47.0,98.0,2015-2016,Centro propio,Mujeres,Tiempo Parcial,grado
Lleida,377.0,53.0,62.0,70.0,25.0,2015-2016,Centro propio,Mujeres,Tiempo Parcial,grado
Málaga,1049.0,164.0,299.0,187.0,77.0,2015-2016,Centro propio,Mujeres,Tiempo Parcial,grado
Miguel Hernández de Elche,390.0,89.0,43.0,321.0,58.0,2015-2016,Centro propio,Mujeres,Tiempo Parcial,grado
Murcia,1470.0,54.0,482.0,463.0,213.0,2015-2016,Centro propio,Mujeres,Tiempo Parcial,grado
Oviedo,762.0,258.0,184.0,187.0,136.0,2015-2016,Centro propio,Mujeres,Tiempo Parcial,grado
Pablo de Olavide,493.0,6.0,124.0,19.0,55.0,2015-2016,Centro propio,Mujeres,Tiempo Parcial,grado
País Vasco/Euskal Herriko Unibertsitatea,1619.0,479.0,340.0,283.0,165.0,2015-2016,Centro propio,Mujeres,Tiempo Parcial,grado
Politécnica de Cartagena,101.0,308.0,0.0,0.0,0.0,2015-2016,Centro propio,Mujeres,Tiempo Parcial,grado
Politécnica de Catalunya,0.0,1469.0,0.0,94.0,2.0,2015-2016,Centro propio,Mujeres,Tiempo Parcial,grado
Politécnica de Madrid,63.0,1619.0,0.0,0.0,0.0,2015-2016,Centro propio,Mujeres,Tiempo Parcial,grado
Politècnica de València,312.0,1082.0,255.0,0.0,102.0,2015-2016,Centro propio,Mujeres,Tiempo Parcial,grado
Pompeu Fabra,521.0,36.0,189.0,17.0,0.0,2015-2016,Centro propio,Mujeres,Tiempo Parcial,grado
Pública de Navarra,317.0,59.0,0.0,27.0,0.0,2015-2016,Centro propio,Mujeres,Tiempo Parcial,grado
Rey Juan Carlos,3647.0,231.0,66.0,162.0,129.0,2015-2016,Centro propio,Mujeres,Tiempo Parcial,grado
Rovira i Virgili,539.0,81.0,103.0,150.0,38.0,2015-2016,Centro propio,Mujeres,Tiempo Parcial,grado
Salamanca,543.0,199.0,300.0,214.0,96.0,2015-2016,Centro propio,Mujeres,Tiempo Parcial,grado
Santiago de Compostela,827.0,146.0,215.0,401.0,194.0,2015-2016,Centro propio,Mujeres,Tiempo Parcial,grado
València (Estudi General),1734.0,85.0,607.0,840.0,354.0,2015-2016,Centro propio,Mujeres,Tiempo Parcial,grado
Vigo,759.0,175.0,144.0,11.0,88.0,2015-2016,Centro propio,Mujeres,Tiempo Parcial,grado
Zaragoza,1323.0,164.0,247.0,191.0,110.0,2015-2016,Centro propio,Mujeres,Tiempo Parcial,grado
Abat Oliba CEU,143.0,0.0,0.0,0.0,0.0,2015-2016,Centro propio,Mujeres,Tiempo Parcial,grado
Atlántico Medio,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro propio,Mujeres,Tiempo Parcial,grado
Camilo José Cela,1361.0,29.0,12.0,31.0,0.0,2015-2016,Centro propio,Mujeres,Tiempo Parcial,grado
Cardenal Herrera-CEU,249.0,16.0,0.0,133.0,0.0,2015-2016,Centro propio,Mujeres,Tiempo Parcial,grado
Católica de Valencia San Vicente Mártir,436.0,0.0,3.0,230.0,13.0,2015-2016,Centro propio,Mujeres,Tiempo Parcial,grado
Católica San Antonio,849.0,113.0,2.0,313.0,48.0,2015-2016,Centro propio,Mujeres,Tiempo Parcial,grado
Católica Santa Teresa de Jesús de Ávila,216.0,104.0,0.0,18.0,13.0,2015-2016,Centro propio,Mujeres,Tiempo Parcial,grado
Deusto,168.0,14.0,40.0,16.0,0.0,2015-2016,Centro propio,Mujeres,Tiempo Parcial,grado
Europea de Canarias,8.0,4.0,0.0,0.0,0.0,2015-2016,Centro propio,Mujeres,Tiempo Parcial,grado
Europea de Madrid,505.0,158.0,30.0,265.0,8.0,2015-2016,Centro propio,Mujeres,Tiempo Parcial,grado
Europea de Valencia,75.0,2.0,5.0,13.0,0.0,2015-2016,Centro propio,Mujeres,Tiempo Parcial,grado
Europea del Atlántico,4.0,3.0,0.0,2.0,0.0,2015-2016,Centro propio,Mujeres,Tiempo Parcial,grado
Europea Miguel de Cervantes,52.0,12.0,0.0,30.0,3.0,2015-2016,Centro propio,Mujeres,Tiempo Parcial,grado
Fernando Pessoa-Canarias (UFP-C),0.0,0.0,0.0,14.0,0.0,2015-2016,Centro propio,Mujeres,Tiempo Parcial,grado
Francisco de Vitoria,367.0,7.0,47.0,93.0,21.0,2015-2016,Centro propio,Mujeres,Tiempo Parcial,grado
IE Universidad,14.0,0.0,0.0,0.0,0.0,2015-2016,Centro propio,Mujeres,Tiempo Parcial,grado
Internacional de Catalunya,115.0,30.0,7.0,61.0,0.0,2015-2016,Centro propio,Mujeres,Tiempo Parcial,grado
Loyola Andalucía,101.0,1.0,0.0,5.0,0.0,2015-2016,Centro propio,Mujeres,Tiempo Parcial,grado
Mondragón Unibertsitatea,132.0,37.0,0.0,0.0,0.0,2015-2016,Centro propio,Mujeres,Tiempo Parcial,grado
Navarra,129.0,127.0,14.0,99.0,10.0,2015-2016,Centro propio,Mujeres,Tiempo Parcial,grado
Pontificia Comillas,75.0,29.0,32.0,47.0,0.0,2015-2016,Centro propio,Mujeres,Tiempo Parcial,grado
Pontificia de Salamanca,370.0,18.0,4.0,136.0,0.0,2015-2016,Centro propio,Mujeres,Tiempo Parcial,grado
Ramón Llull,474.0,188.0,5.0,225.0,15.0,2015-2016,Centro propio,Mujeres,Tiempo Parcial,grado
Vic-Central de Catalunya,211.0,9.0,59.0,144.0,63.0,2015-2016,Centro propio,Mujeres,Tiempo Parcial,grado
A Distancia de Madrid,888.0,73.0,31.0,144.0,0.0,2015-2016,Centro propio,Mujeres,Tiempo Parcial,grado
Internacional de La Rioja,4653.0,28.0,129.0,0.0,0.0,2015-2016,Centro propio,Mujeres,Tiempo Parcial,grado
Internacional Valenciana,171.0,0.0,20.0,28.0,0.0,2015-2016,Centro propio,Mujeres,Tiempo Parcial,grado
Oberta de Catalunya,8835.0,348.0,1078.0,4033.0,0.0,2015-2016,Centro propio,Mujeres,Tiempo Parcial,grado
A Coruña,106.0,0.0,0.0,36.0,0.0,2019-2020,Centro adscrito,Hombres,Tiempo Completo,grado
Alcalá,143.0,0.0,0.0,198.0,0.0,2019-2020,Centro adscrito,Hombres,Tiempo Completo,grado
Alicante,13.0,0.0,0.0,0.0,0.0,2019-2020,Centro adscrito,Hombres,Tiempo Completo,grado
Almería,0.0,0.0,0.0,0.0,0.0,2019-2020,Centro adscrito,Hombres,Tiempo Completo,grado
Autónoma de Barcelona,310.0,367.0,126.0,606.0,0.0,2019-2020,Centro adscrito,Hombres,Tiempo Completo,grado
Autónoma de Madrid,135.0,0.0,0.0,325.0,0.0,2019-2020,Centro adscrito,Hombres,Tiempo Completo,grado
Barcelona,535.0,188.0,245.0,573.0,0.0,2019-2020,Centro adscrito,Hombres,Tiempo Completo,grado
Burgos,13.0,0.0,0.0,0.0,0.0,2019-2020,Centro adscrito,Hombres,Tiempo Completo,grado
Cádiz,95.0,0.0,0.0,56.0,0.0,2019-2020,Centro adscrito,Hombres,Tiempo Completo,grado
Cantabria,54.0,0.0,9.0,203.0,0.0,2019-2020,Centro adscrito,Hombres,Tiempo Completo,grado
Carlos III de Madrid,159.0,100.0,0.0,0.0,0.0,2019-2020,Centro adscrito,Hombres,Tiempo Completo,grado
Castilla-La Mancha,0.0,0.0,0.0,0.0,0.0,2019-2020,Centro adscrito,Hombres,Tiempo Completo,grado
Complutense de Madrid,1926.0,0.0,0.0,218.0,0.0,2019-2020,Centro adscrito,Hombres,Tiempo Completo,grado
Córdoba,204.0,0.0,0.0,0.0,0.0,2019-2020,Centro adscrito,Hombres,Tiempo Completo,grado
Extremadura,29.0,66.0,0.0,0.0,0.0,2019-2020,Centro adscrito,Hombres,Tiempo Completo,grado
Girona,413.0,0.0,13.0,730.0,0.0,2019-2020,Centro adscrito,Hombres,Tiempo Completo,grado
Granada,233.0,0.0,0.0,0.0,0.0,2019-2020,Centro adscrito,Hombres,Tiempo Completo,grado
Huelva,0.0,0.0,0.0,0.0,0.0,2019-2020,Centro adscrito,Hombres,Tiempo Completo,grado
Illes Balears (Les),128.0,0.0,0.0,28.0,0.0,2019-2020,Centro adscrito,Hombres,Tiempo Completo,grado
Jaén,117.0,0.0,0.0,0.0,0.0,2019-2020,Centro adscrito,Hombres,Tiempo Completo,grado
Jaume I de Castellón,0.0,0.0,0.0,0.0,0.0,2019-2020,Centro adscrito,Hombres,Tiempo Completo,grado
La Laguna,95.0,0.0,0.0,40.0,0.0,2019-2020,Centro adscrito,Hombres,Tiempo Completo,grado
La Rioja,0.0,0.0,0.0,47.0,0.0,2019-2020,Centro adscrito,Hombres,Tiempo Completo,grado
Las Palmas de Gran Canaria,53.0,0.0,0.0,0.0,0.0,2019-2020,Centro adscrito,Hombres,Tiempo Completo,grado
León,11.0,0.0,0.0,0.0,0.0,2019-2020,Centro adscrito,Hombres,Tiempo Completo,grado
Lleida,39.0,0.0,0.0,296.0,0.0,2019-2020,Centro adscrito,Hombres,Tiempo Completo,grado
Málaga,140.0,0.0,0.0,37.0,0.0,2019-2020,Centro adscrito,Hombres,Tiempo Completo,grado
Miguel Hernández de Elche,298.0,0.0,0.0,0.0,0.0,2019-2020,Centro adscrito,Hombres,Tiempo Completo,grado
Murcia,269.0,0.0,0.0,52.0,0.0,2019-2020,Centro adscrito,Hombres,Tiempo Completo,grado
Oviedo,126.0,0.0,0.0,67.0,0.0,2019-2020,Centro adscrito,Hombres,Tiempo Completo,grado
Pablo de Olavide,456.0,0.0,0.0,28.0,0.0,2019-2020,Centro adscrito,Hombres,Tiempo Completo,grado
País Vasco/Euskal Herriko Unibertsitatea,146.0,139.0,0.0,52.0,0.0,2019-2020,Centro adscrito,Hombres,Tiempo Completo,grado
Politécnica de Cartagena,0.0,183.0,0.0,0.0,0.0,2019-2020,Centro adscrito,Hombres,Tiempo Completo,grado
Politécnica de Catalunya,643.0,404.0,44.0,0.0,0.0,2019-2020,Centro adscrito,Hombres,Tiempo Completo,grado
Politécnica de Madrid,0.0,0.0,17.0,0.0,0.0,2019-2020,Centro adscrito,Hombres,Tiempo Completo,grado
Politècnica de València,0.0,343.0,0.0,0.0,0.0,2019-2020,Centro adscrito,Hombres,Tiempo Completo,grado
Pompeu Fabra,1134.0,550.0,92.0,533.0,0.0,2019-2020,Centro adscrito,Hombres,Tiempo Completo,grado
Pública de Navarra,0.0,0.0,0.0,0.0,0.0,2019-2020,Centro adscrito,Hombres,Tiempo Completo,grado
Rey Juan Carlos,1663.0,41.0,271.0,0.0,0.0,2019-2020,Centro adscrito,Hombres,Tiempo Completo,grado
Rovira i Virgili,144.0,94.0,0.0,194.0,0.0,2019-2020,Centro adscrito,Hombres,Tiempo Completo,grado
Salamanca,16.0,105.0,0.0,63.0,0.0,2019-2020,Centro adscrito,Hombres,Tiempo Completo,grado
Santiago de Compostela,62.0,0.0,0.0,42.0,0.0,2019-2020,Centro adscrito,Hombres,Tiempo Completo,grado
València (Estudi General),318.0,0.0,0.0,54.0,0.0,2019-2020,Centro adscrito,Hombres,Tiempo Completo,grado
Vigo,210.0,166.0,0.0,126.0,0.0,2019-2020,Centro adscrito,Hombres,Tiempo Completo,grado
Zaragoza,60.0,960.0,0.0,66.0,0.0,2019-2020,Centro adscrito,Hombres,Tiempo Completo,grado
Abat Oliba CEU,0.0,0.0,0.0,0.0,0.0,2019-2020,Centro adscrito,Hombres,Tiempo Completo,grado
Atlántico Medio,0.0,0.0,0.0,0.0,0.0,2019-2020,Centro adscrito,Hombres,Tiempo Completo,grado
Camilo José Cela,175.0,171.0,772.0,0.0,0.0,2019-2020,Centro adscrito,Hombres,Tiempo Completo,grado
Cardenal Herrera-CEU,0.0,0.0,0.0,0.0,0.0,2019-2020,Centro adscrito,Hombres,Tiempo Completo,grado
Católica de Valencia San Vicente Mártir,0.0,0.0,0.0,0.0,0.0,2019-2020,Centro adscrito,Hombres,Tiempo Completo,grado
Católica San Antonio,0.0,0.0,0.0,0.0,0.0,2019-2020,Centro adscrito,Hombres,Tiempo Completo,grado
Católica Santa Teresa de Jesús de Ávila,37.0,0.0,0.0,18.0,0.0,2019-2020,Centro adscrito,Hombres,Tiempo Completo,grado
Deusto,239.0,0.0,0.0,0.0,0.0,2019-2020,Centro adscrito,Hombres,Tiempo Completo,grado
Europea de Canarias,0.0,0.0,0.0,0.0,0.0,2019-2020,Centro adscrito,Hombres,Tiempo Completo,grado
Europea de Madrid,0.0,0.0,0.0,0.0,0.0,2019-2020,Centro adscrito,Hombres,Tiempo Completo,grado
Europea de Valencia,0.0,0.0,0.0,0.0,0.0,2019-2020,Centro adscrito,Hombres,Tiempo Completo,grado
Europea del Atlántico,0.0,0.0,0.0,0.0,0.0,2019-2020,Centro adscrito,Hombres,Tiempo Completo,grado
Europea Miguel de Cervantes,0.0,0.0,0.0,0.0,0.0,2019-2020,Centro adscrito,Hombres,Tiempo Completo,grado
Fernando Pessoa-Canarias (UFP-C),0.0,0.0,0.0,0.0,0.0,2019-2020,Centro adscrito,Hombres,Tiempo Completo,grado
Francisco de Vitoria,0.0,0.0,0.0,0.0,0.0,2019-2020,Centro adscrito,Hombres,Tiempo Completo,grado
IE Universidad,962.0,0.0,0.0,0.0,0.0,2019-2020,Centro adscrito,Hombres,Tiempo Completo,grado
Internacional de Catalunya,0.0,0.0,0.0,0.0,0.0,2019-2020,Centro adscrito,Hombres,Tiempo Completo,grado
Loyola Andalucía,0.0,0.0,0.0,0.0,0.0,2019-2020,Centro adscrito,Hombres,Tiempo Completo,grado
Mondragón Unibertsitatea,228.0,0.0,0.0,0.0,0.0,2019-2020,Centro adscrito,Hombres,Tiempo Completo,grado
Navarra,0.0,0.0,0.0,0.0,0.0,2019-2020,Centro adscrito,Hombres,Tiempo Completo,grado
Pontificia Comillas,238.0,68.0,0.0,0.0,0.0,2019-2020,Centro adscrito,Hombres,Tiempo Completo,grado
Pontificia de Salamanca,0.0,0.0,0.0,0.0,0.0,2019-2020,Centro adscrito,Hombres,Tiempo Completo,grado
Ramón Llull,0.0,0.0,68.0,0.0,0.0,2019-2020,Centro adscrito,Hombres,Tiempo Completo,grado
Vic-Central de Catalunya,197.0,0.0,99.0,0.0,0.0,2019-2020,Centro adscrito,Hombres,Tiempo Completo,grado
A Distancia de Madrid,0.0,0.0,0.0,0.0,0.0,2019-2020,Centro adscrito,Hombres,Tiempo Completo,grado
Internacional de La Rioja,0.0,0.0,0.0,0.0,0.0,2019-2020,Centro adscrito,Hombres,Tiempo Completo,grado
Internacional Valenciana,0.0,0.0,0.0,0.0,0.0,2019-2020,Centro adscrito,Hombres,Tiempo Completo,grado
Oberta de Catalunya,0.0,0.0,0.0,0.0,0.0,2019-2020,Centro adscrito,Hombres,Tiempo Completo,grado
A Coruña,110.0,0.0,0.0,32.0,0.0,2018-2019,Centro adscrito,Hombres,Tiempo Completo,grado
Alcalá,123.0,0.0,0.0,160.0,0.0,2018-2019,Centro adscrito,Hombres,Tiempo Completo,grado
Alicante,14.0,0.0,0.0,0.0,0.0,2018-2019,Centro adscrito,Hombres,Tiempo Completo,grado
Almería,0.0,0.0,0.0,0.0,0.0,2018-2019,Centro adscrito,Hombres,Tiempo Completo,grado
Autónoma de Barcelona,300.0,384.0,136.0,584.0,0.0,2018-2019,Centro adscrito,Hombres,Tiempo Completo,grado
Autónoma de Madrid,109.0,0.0,0.0,312.0,0.0,2018-2019,Centro adscrito,Hombres,Tiempo Completo,grado
Barcelona,606.0,225.0,404.0,598.0,0.0,2018-2019,Centro adscrito,Hombres,Tiempo Completo,grado
Burgos,19.0,0.0,0.0,0.0,0.0,2018-2019,Centro adscrito,Hombres,Tiempo Completo,grado
Cádiz,77.0,0.0,0.0,56.0,0.0,2018-2019,Centro adscrito,Hombres,Tiempo Completo,grado
Cantabria,39.0,0.0,11.0,191.0,0.0,2018-2019,Centro adscrito,Hombres,Tiempo Completo,grado
Carlos III de Madrid,159.0,118.0,0.0,0.0,0.0,2018-2019,Centro adscrito,Hombres,Tiempo Completo,grado
Castilla-La Mancha,0.0,0.0,0.0,0.0,0.0,2018-2019,Centro adscrito,Hombres,Tiempo Completo,grado
Complutense de Madrid,1850.0,0.0,0.0,225.0,0.0,2018-2019,Centro adscrito,Hombres,Tiempo Completo,grado
Córdoba,206.0,0.0,0.0,0.0,0.0,2018-2019,Centro adscrito,Hombres,Tiempo Completo,grado
Extremadura,27.0,69.0,0.0,0.0,0.0,2018-2019,Centro adscrito,Hombres,Tiempo Completo,grado
Girona,468.0,0.0,22.0,764.0,0.0,2018-2019,Centro adscrito,Hombres,Tiempo Completo,grado
Granada,216.0,0.0,0.0,0.0,0.0,2018-2019,Centro adscrito,Hombres,Tiempo Completo,grado
Huelva,0.0,0.0,0.0,0.0,0.0,2018-2019,Centro adscrito,Hombres,Tiempo Completo,grado
Illes Balears (Les),97.0,0.0,0.0,13.0,0.0,2018-2019,Centro adscrito,Hombres,Tiempo Completo,grado
Jaén,120.0,0.0,0.0,0.0,0.0,2018-2019,Centro adscrito,Hombres,Tiempo Completo,grado
Jaume I de Castellón,0.0,0.0,0.0,0.0,0.0,2018-2019,Centro adscrito,Hombres,Tiempo Completo,grado
La Laguna,107.0,0.0,0.0,47.0,0.0,2018-2019,Centro adscrito,Hombres,Tiempo Completo,grado
La Rioja,0.0,0.0,0.0,33.0,0.0,2018-2019,Centro adscrito,Hombres,Tiempo Completo,grado
Las Palmas de Gran Canaria,51.0,0.0,0.0,0.0,0.0,2018-2019,Centro adscrito,Hombres,Tiempo Completo,grado
León,11.0,0.0,0.0,0.0,0.0,2018-2019,Centro adscrito,Hombres,Tiempo Completo,grado
Lleida,40.0,0.0,0.0,287.0,0.0,2018-2019,Centro adscrito,Hombres,Tiempo Completo,grado
Málaga,134.0,0.0,0.0,38.0,0.0,2018-2019,Centro adscrito,Hombres,Tiempo Completo,grado
Miguel Hernández de Elche,253.0,0.0,0.0,0.0,0.0,2018-2019,Centro adscrito,Hombres,Tiempo Completo,grado
Murcia,236.0,0.0,0.0,45.0,0.0,2018-2019,Centro adscrito,Hombres,Tiempo Completo,grado
Oviedo,124.0,0.0,0.0,66.0,0.0,2018-2019,Centro adscrito,Hombres,Tiempo Completo,grado
Pablo de Olavide,455.0,0.0,0.0,0.0,0.0,2018-2019,Centro adscrito,Hombres,Tiempo Completo,grado
País Vasco/Euskal Herriko Unibertsitatea,160.0,145.0,0.0,63.0,0.0,2018-2019,Centro adscrito,Hombres,Tiempo Completo,grado
Politécnica de Cartagena,0.0,182.0,0.0,0.0,0.0,2018-2019,Centro adscrito,Hombres,Tiempo Completo,grado
Politécnica de Catalunya,605.0,352.0,42.0,0.0,0.0,2018-2019,Centro adscrito,Hombres,Tiempo Completo,grado
Politécnica de Madrid,0.0,0.0,21.0,0.0,0.0,2018-2019,Centro adscrito,Hombres,Tiempo Completo,grado
Politècnica de València,0.0,308.0,0.0,0.0,0.0,2018-2019,Centro adscrito,Hombres,Tiempo Completo,grado
Pompeu Fabra,1146.0,567.0,46.0,488.0,0.0,2018-2019,Centro adscrito,Hombres,Tiempo Completo,grado
Pública de Navarra,0.0,0.0,0.0,0.0,0.0,2018-2019,Centro adscrito,Hombres,Tiempo Completo,grado
Rey Juan Carlos,1582.0,35.0,249.0,0.0,0.0,2018-2019,Centro adscrito,Hombres,Tiempo Completo,grado
Rovira i Virgili,99.0,81.0,0.0,175.0,0.0,2018-2019,Centro adscrito,Hombres,Tiempo Completo,grado
Salamanca,16.0,103.0,0.0,70.0,0.0,2018-2019,Centro adscrito,Hombres,Tiempo Completo,grado
Santiago de Compostela,74.0,0.0,0.0,39.0,0.0,2018-2019,Centro adscrito,Hombres,Tiempo Completo,grado
València (Estudi General),287.0,0.0,0.0,60.0,0.0,2018-2019,Centro adscrito,Hombres,Tiempo Completo,grado
Vigo,208.0,171.0,0.0,119.0,0.0,2018-2019,Centro adscrito,Hombres,Tiempo Completo,grado
Zaragoza,59.0,967.0,0.0,63.0,0.0,2018-2019,Centro adscrito,Hombres,Tiempo Completo,grado
Abat Oliba CEU,0.0,0.0,0.0,0.0,0.0,2018-2019,Centro adscrito,Hombres,Tiempo Completo,grado
Atlántico Medio,0.0,0.0,0.0,0.0,0.0,2018-2019,Centro adscrito,Hombres,Tiempo Completo,grado
Camilo José Cela,51.0,121.0,805.0,0.0,0.0,2018-2019,Centro adscrito,Hombres,Tiempo Completo,grado
Cardenal Herrera-CEU,0.0,0.0,0.0,0.0,0.0,2018-2019,Centro adscrito,Hombres,Tiempo Completo,grado
Católica de Valencia San Vicente Mártir,0.0,0.0,0.0,0.0,0.0,2018-2019,Centro adscrito,Hombres,Tiempo Completo,grado
Católica San Antonio,0.0,0.0,0.0,0.0,0.0,2018-2019,Centro adscrito,Hombres,Tiempo Completo,grado
Católica Santa Teresa de Jesús de Ávila,29.0,0.0,0.0,13.0,0.0,2018-2019,Centro adscrito,Hombres,Tiempo Completo,grado
Deusto,218.0,0.0,0.0,0.0,0.0,2018-2019,Centro adscrito,Hombres,Tiempo Completo,grado
Europea de Canarias,0.0,0.0,0.0,0.0,0.0,2018-2019,Centro adscrito,Hombres,Tiempo Completo,grado
Europea de Madrid,0.0,0.0,0.0,0.0,0.0,2018-2019,Centro adscrito,Hombres,Tiempo Completo,grado
Europea de Valencia,0.0,0.0,0.0,0.0,0.0,2018-2019,Centro adscrito,Hombres,Tiempo Completo,grado
Europea del Atlántico,0.0,0.0,0.0,0.0,0.0,2018-2019,Centro adscrito,Hombres,Tiempo Completo,grado
Europea Miguel de Cervantes,0.0,0.0,0.0,0.0,0.0,2018-2019,Centro adscrito,Hombres,Tiempo Completo,grado
Fernando Pessoa-Canarias (UFP-C),0.0,0.0,0.0,0.0,0.0,2018-2019,Centro adscrito,Hombres,Tiempo Completo,grado
Francisco de Vitoria,0.0,0.0,0.0,0.0,0.0,2018-2019,Centro adscrito,Hombres,Tiempo Completo,grado
IE Universidad,991.0,0.0,0.0,0.0,0.0,2018-2019,Centro adscrito,Hombres,Tiempo Completo,grado
Internacional de Catalunya,0.0,0.0,0.0,0.0,0.0,2018-2019,Centro adscrito,Hombres,Tiempo Completo,grado
Loyola Andalucía,0.0,0.0,0.0,0.0,0.0,2018-2019,Centro adscrito,Hombres,Tiempo Completo,grado
Mondragón Unibertsitatea,248.0,0.0,0.0,0.0,0.0,2018-2019,Centro adscrito,Hombres,Tiempo Completo,grado
Navarra,0.0,0.0,0.0,0.0,0.0,2018-2019,Centro adscrito,Hombres,Tiempo Completo,grado
Pontificia Comillas,211.0,69.0,0.0,0.0,0.0,2018-2019,Centro adscrito,Hombres,Tiempo Completo,grado
Pontificia de Salamanca,0.0,0.0,0.0,0.0,0.0,2018-2019,Centro adscrito,Hombres,Tiempo Completo,grado
Ramón Llull,0.0,0.0,0.0,0.0,0.0,2018-2019,Centro adscrito,Hombres,Tiempo Completo,grado
Vic-Central de Catalunya,170.0,0.0,97.0,0.0,0.0,2018-2019,Centro adscrito,Hombres,Tiempo Completo,grado
A Distancia de Madrid,0.0,0.0,0.0,0.0,0.0,2018-2019,Centro adscrito,Hombres,Tiempo Completo,grado
Internacional de La Rioja,0.0,0.0,0.0,0.0,0.0,2018-2019,Centro adscrito,Hombres,Tiempo Completo,grado
Internacional Valenciana,0.0,0.0,0.0,0.0,0.0,2018-2019,Centro adscrito,Hombres,Tiempo Completo,grado
Oberta de Catalunya,0.0,0.0,0.0,0.0,0.0,2018-2019,Centro adscrito,Hombres,Tiempo Completo,grado
A Coruña,487.0,751.0,18.0,33.0,27.0,2016-2017,Centro propio,Hombres,Tiempo Parcial,grado
Alcalá,317.0,554.0,64.0,83.0,103.0,2016-2017,Centro propio,Hombres,Tiempo Parcial,grado
Alicante,838.0,676.0,146.0,35.0,107.0,2016-2017,Centro propio,Hombres,Tiempo Parcial,grado
Almería,473.0,365.0,60.0,58.0,52.0,2016-2017,Centro propio,Hombres,Tiempo Parcial,grado
Autónoma de Barcelona,767.0,385.0,283.0,160.0,359.0,2016-2017,Centro propio,Hombres,Tiempo Parcial,grado
Autónoma de Madrid,510.0,221.0,230.0,105.0,277.0,2016-2017,Centro propio,Hombres,Tiempo Parcial,grado
Barcelona,1675.0,207.0,745.0,321.0,585.0,2016-2017,Centro propio,Hombres,Tiempo Parcial,grado
Burgos,242.0,369.0,88.0,15.0,16.0,2016-2017,Centro propio,Hombres,Tiempo Parcial,grado
Cádiz,861.0,1054.0,124.0,60.0,156.0,2016-2017,Centro propio,Hombres,Tiempo Parcial,grado
Cantabria,316.0,512.0,40.0,24.0,52.0,2016-2017,Centro propio,Hombres,Tiempo Parcial,grado
Carlos III de Madrid,689.0,813.0,24.0,0.0,0.0,2016-2017,Centro propio,Hombres,Tiempo Parcial,grado
Castilla-La Mancha,820.0,904.0,135.0,65.0,79.0,2016-2017,Centro propio,Hombres,Tiempo Parcial,grado
Complutense de Madrid,1472.0,362.0,458.0,297.0,436.0,2016-2017,Centro propio,Hombres,Tiempo Parcial,grado
Córdoba,342.0,568.0,96.0,74.0,108.0,2016-2017,Centro propio,Hombres,Tiempo Parcial,grado
Extremadura,949.0,896.0,54.0,83.0,188.0,2016-2017,Centro propio,Hombres,Tiempo Parcial,grado
Girona,303.0,453.0,87.0,26.0,92.0,2016-2017,Centro propio,Hombres,Tiempo Parcial,grado
Granada,1657.0,1106.0,483.0,384.0,391.0,2016-2017,Centro propio,Hombres,Tiempo Parcial,grado
Huelva,551.0,528.0,62.0,37.0,44.0,2016-2017,Centro propio,Hombres,Tiempo Parcial,grado
