
Resultados por universidad
Matriculados por tipo de centro, sexo, grupo de edad y rama de enseñanza
Unidades: Número de estudiantes

,Ciencias Sociales y Jurídicas,Ingeniería y Arquitectura,Artes y Humanidades,Ciencias de la Salud,Ciencias,
,2018-2019,2018-2019,2018-2019,2018-2019,2018-2019,
,Centro propio,Centro propio,Centro propio,Centro propio,Centro propio,
,Hombres,Hombres,Hombres,Hombres,Hombres,
,Total,Total,Total,Total,Total,
A Coruña,194.0,282.0,44.0,67.0,54.0,
Alcalá,0.0,0.0,0.0,0.0,0.0,
Alicante,232.0,30.0,176.0,49.0,62.0,
Almería,0.0,0.0,0.0,0.0,0.0,
Autónoma de Barcelona,486.0,158.0,336.0,659.0,571.0,
Autónoma de Madrid,0.0,0.0,0.0,0.0,0.0,
Barcelona,0.0,0.0,0.0,0.0,0.0,
Burgos,0.0,0.0,0.0,0.0,0.0,
Cádiz,0.0,0.0,0.0,0.0,0.0,
Cantabria,0.0,0.0,0.0,0.0,0.0,
Carlos III de Madrid,245.0,424.0,55.0,0.0,0.0,
Castilla-La Mancha,1.0,215.0,168.0,87.0,54.0,
Complutense de Madrid,895.0,119.0,790.0,608.0,415.0,
Córdoba,248.0,225.0,102.0,79.0,127.0,
Extremadura,0.0,0.0,0.0,0.0,0.0,
Girona,0.0,0.0,0.0,0.0,0.0,
Granada,0.0,0.0,0.0,0.0,0.0,
Huelva,0.0,0.0,0.0,0.0,0.0,
Illes Balears (Les),0.0,0.0,0.0,0.0,0.0,
Jaén,68.0,27.0,85.0,41.0,96.0,
Jaume I de Castellón,0.0,0.0,0.0,0.0,0.0,
La Laguna,125.0,80.0,84.0,135.0,132.0,
La Rioja,0.0,0.0,0.0,0.0,0.0,
Las Palmas de Gran Canaria,0.0,0.0,0.0,0.0,0.0,
León,0.0,0.0,0.0,0.0,0.0,
Lleida,78.0,110.0,31.0,70.0,1.0,
Málaga,185.0,227.0,132.0,186.0,129.0,
Miguel Hernández de Elche,38.0,101.0,0.0,122.0,47.0,
Murcia,378.0,65.0,204.0,362.0,132.0,
Oviedo,0.0,0.0,0.0,0.0,0.0,
Pablo de Olavide,0.0,0.0,0.0,0.0,0.0,
País Vasco/Euskal Herriko Unibertsitatea,0.0,0.0,0.0,0.0,0.0,
Politécnica de Cartagena,0.0,0.0,0.0,0.0,0.0,
Politécnica de Catalunya,43.0,1052.0,0.0,0.0,168.0,
Politécnica de Madrid,60.0,1346.0,0.0,0.0,32.0,
Politècnica de València,0.0,0.0,0.0,0.0,0.0,
Pompeu Fabra,215.0,102.0,126.0,182.0,0.0,
Pública de Navarra,0.0,0.0,0.0,0.0,0.0,
Rey Juan Carlos,212.0,162.0,50.0,111.0,35.0,
Rovira i Virgili,119.0,157.0,152.0,70.0,109.0,
Salamanca,0.0,0.0,0.0,0.0,0.0,
Santiago de Compostela,308.0,155.0,272.0,319.0,255.0,
Sevilla,0.0,0.0,0.0,0.0,0.0,
València (Estudi General),0.0,0.0,0.0,0.0,0.0,
Valladolid,0.0,0.0,0.0,0.0,0.0,
Vigo,206.0,201.0,65.0,11.0,184.0,
Zaragoza,0.0,0.0,0.0,0.0,0.0,
Universidades Públicas No Presenciales,703.0,162.0,235.0,58.0,48.0,
Nacional de Educación a Distancia,703.0,162.0,235.0,58.0,48.0,
Universidades Públicas Especiales,42.0,0.0,0.0,0.0,14.0,
Internacional de Andalucía,9.0,0.0,0.0,0.0,0.0,
Internacional Menéndez Pelayo,33.0,0.0,0.0,0.0,14.0,
Universidades Privadas,604.0,347.0,156.0,300.0,65.0,
Universidades Privadas Presenciales,430.0,293.0,156.0,300.0,65.0,
Abat Oliba CEU,0.0,0.0,0.0,0.0,0.0,
Alfonso X El Sabio,0.0,0.0,0.0,4.0,0.0,
Antonio de Nebrija,0.0,0.0,0.0,0.0,0.0,
Camilo José Cela,0.0,0.0,0.0,0.0,0.0,
Cardenal Herrera-CEU,0.0,0.0,0.0,0.0,0.0,
Católica de Valencia San Vicente Mártir,12.0,0.0,0.0,0.0,0.0,
Católica San Antonio,0.0,0.0,0.0,0.0,0.0,
Deusto,91.0,40.0,0.0,6.0,0.0,
Europea de Madrid,0.0,0.0,0.0,0.0,0.0,
Europea Miguel de Cervantes,0.0,0.0,0.0,0.0,0.0,
Francisco de Vitoria,0.0,0.0,11.0,35.0,0.0,
IE Universidad,0.0,0.0,0.0,0.0,0.0,
Internacional de Catalunya,31.0,16.0,0.0,53.0,0.0,
Loyola Andalucía,0.0,0.0,0.0,0.0,0.0,
Mondragón Unibertsitatea,22.0,83.0,0.0,0.0,0.0,
Navarra,106.0,91.0,109.0,156.0,23.0,
Pontificia Comillas,23.0,0.0,17.0,0.0,0.0,
Pontificia de Salamanca,30.0,0.0,0.0,0.0,0.0,
Ramón Llull,88.0,61.0,4.0,0.0,13.0,
San Jorge,0.0,0.0,0.0,22.0,5.0,
San Pablo-CEU,0.0,0.0,0.0,0.0,0.0,
Vic-Central de Catalunya,27.0,2.0,15.0,24.0,24.0,
Universidades Privadas No Presenciales,174.0,54.0,0.0,0.0,0.0,
A Distancia de Madrid,44.0,0.0,0.0,0.0,0.0,
Internacional de La Rioja,23.0,13.0,0.0,0.0,0.0,
Oberta de Catalunya,107.0,41.0,0.0,0.0,0.0,
Notas:
Los datos del periodo 2020-2021 son provisionales.
Fuente: Sistema Integrado de Información Universitaria
