
Resultados por universidad
Matriculados por tipo de centro, sexo, grupo de edad y rama de enseñanza
Unidades: Número de estudiantes

,Ciencias Sociales y Jurídicas,Ingeniería y Arquitectura,Artes y Humanidades,Ciencias de la Salud,Ciencias,
,2019-2020,2019-2020,2019-2020,2019-2020,2019-2020,
,Centro propio,Centro propio,Centro propio,Centro propio,Centro propio,
,Hombres,Hombres,Hombres,Hombres,Hombres,
,Total,Total,Total,Total,Total,
A Coruña,201.0,292.0,41.0,70.0,57.0,
Alcalá,0.0,0.0,0.0,0.0,0.0,
Alicante,240.0,27.0,177.0,55.0,59.0,
Almería,0.0,0.0,0.0,0.0,0.0,
Autónoma de Barcelona,484.0,142.0,304.0,671.0,560.0,
Autónoma de Madrid,0.0,0.0,0.0,0.0,0.0,
Barcelona,0.0,0.0,0.0,0.0,0.0,
Burgos,0.0,0.0,0.0,0.0,0.0,
Cádiz,0.0,0.0,0.0,0.0,0.0,
Cantabria,0.0,0.0,0.0,0.0,0.0,
Carlos III de Madrid,261.0,447.0,62.0,0.0,0.0,
Castilla-La Mancha,2.0,211.0,129.0,104.0,45.0,
Complutense de Madrid,889.0,116.0,763.0,667.0,424.0,
Córdoba,262.0,232.0,119.0,86.0,120.0,
Extremadura,0.0,0.0,0.0,0.0,0.0,
Girona,0.0,0.0,0.0,0.0,0.0,
Granada,0.0,0.0,0.0,0.0,0.0,
Huelva,0.0,0.0,0.0,0.0,0.0,
Illes Balears (Les),0.0,0.0,0.0,0.0,0.0,
Jaén,70.0,29.0,86.0,41.0,106.0,
Jaume I de Castellón,0.0,0.0,0.0,0.0,0.0,
La Laguna,123.0,81.0,86.0,160.0,138.0,
La Rioja,0.0,0.0,0.0,0.0,0.0,
Las Palmas de Gran Canaria,0.0,0.0,0.0,0.0,0.0,
León,0.0,0.0,0.0,0.0,0.0,
Lleida,91.0,104.0,29.0,79.0,1.0,
Málaga,215.0,249.0,138.0,201.0,143.0,
Miguel Hernández de Elche,43.0,112.0,0.0,121.0,56.0,
Murcia,360.0,72.0,183.0,350.0,130.0,
Oviedo,0.0,0.0,0.0,0.0,0.0,
Pablo de Olavide,0.0,0.0,0.0,0.0,0.0,
País Vasco/Euskal Herriko Unibertsitatea,0.0,0.0,0.0,0.0,0.0,
Politécnica de Cartagena,0.0,0.0,0.0,0.0,0.0,
Politécnica de Catalunya,37.0,1020.0,0.0,0.0,169.0,
Politécnica de Madrid,55.0,1384.0,0.0,0.0,26.0,
Politècnica de València,0.0,0.0,0.0,0.0,0.0,
Pompeu Fabra,223.0,109.0,117.0,185.0,0.0,
Pública de Navarra,0.0,0.0,0.0,0.0,0.0,
Rey Juan Carlos,227.0,178.0,52.0,126.0,36.0,
Rovira i Virgili,142.0,152.0,148.0,83.0,122.0,
Salamanca,0.0,0.0,0.0,0.0,0.0,
Santiago de Compostela,327.0,148.0,269.0,314.0,262.0,
Sevilla,0.0,0.0,0.0,0.0,0.0,
València (Estudi General),0.0,0.0,0.0,0.0,0.0,
Valladolid,0.0,0.0,0.0,0.0,0.0,
Vigo,219.0,199.0,65.0,11.0,185.0,
Zaragoza,0.0,0.0,0.0,0.0,0.0,
Universidades Públicas No Presenciales,706.0,163.0,234.0,63.0,49.0,
Nacional de Educación a Distancia,706.0,163.0,234.0,63.0,49.0,
Universidades Públicas Especiales,49.0,0.0,0.0,0.0,21.0,
Internacional de Andalucía,9.0,0.0,0.0,0.0,0.0,
Internacional Menéndez Pelayo,40.0,0.0,0.0,0.0,21.0,
Universidades Privadas,611.0,361.0,176.0,364.0,72.0,
Universidades Privadas Presenciales,453.0,323.0,176.0,364.0,72.0,
Abat Oliba CEU,0.0,0.0,0.0,0.0,0.0,
Alfonso X El Sabio,0.0,0.0,0.0,11.0,0.0,
Antonio de Nebrija,0.0,0.0,0.0,0.0,0.0,
Camilo José Cela,0.0,0.0,0.0,0.0,0.0,
Cardenal Herrera-CEU,0.0,0.0,0.0,0.0,0.0,
Católica de Valencia San Vicente Mártir,11.0,0.0,0.0,0.0,0.0,
Católica San Antonio,0.0,0.0,0.0,0.0,0.0,
Deusto,91.0,44.0,0.0,7.0,0.0,
Europea de Madrid,0.0,0.0,0.0,0.0,0.0,
Europea Miguel de Cervantes,0.0,0.0,0.0,3.0,0.0,
Francisco de Vitoria,0.0,0.0,19.0,37.0,0.0,
IE Universidad,0.0,0.0,0.0,0.0,0.0,
Internacional de Catalunya,40.0,19.0,0.0,81.0,0.0,
Loyola Andalucía,0.0,0.0,0.0,0.0,0.0,
Mondragón Unibertsitatea,26.0,101.0,0.0,0.0,0.0,
Navarra,105.0,91.0,114.0,167.0,26.0,
Pontificia Comillas,21.0,0.0,20.0,0.0,0.0,
Pontificia de Salamanca,31.0,0.0,0.0,0.0,0.0,
Ramón Llull,93.0,66.0,6.0,0.0,14.0,
San Jorge,0.0,0.0,0.0,25.0,7.0,
San Pablo-CEU,0.0,0.0,0.0,0.0,0.0,
Vic-Central de Catalunya,35.0,2.0,17.0,33.0,25.0,
Universidades Privadas No Presenciales,158.0,38.0,0.0,0.0,0.0,
A Distancia de Madrid,42.0,0.0,0.0,0.0,0.0,
Internacional de La Rioja,0.0,0.0,0.0,0.0,0.0,
Oberta de Catalunya,116.0,38.0,0.0,0.0,0.0,
Notas:
Los datos del periodo 2020-2021 son provisionales.
Fuente: Sistema Integrado de Información Universitaria
