Unnamed: 0,Ciencias Sociales y Jurídicas,Ingeniería y Arquitectura,Artes y Humanidades,Ciencias de la Salud,Ciencias,Unnamed: 7
,2016-2017,2016-2017,2016-2017,2016-2017,2016-2017,
,Centro adscrito,Centro adscrito,Centro adscrito,Centro adscrito,Centro adscrito,
,Hombres,Hombres,Hombres,Hombres,Hombres,
,Tiempo Parcial,Tiempo Parcial,Tiempo Parcial,Tiempo Parcial,Tiempo Parcial,
A Coruña,45.0,0.0,0.0,2.0,0.0,
Alcalá,28.0,0.0,0.0,8.0,0.0,
Alicante,11.0,0.0,0.0,0.0,0.0,
Almería,12.0,0.0,0.0,0.0,0.0,
Autónoma de Barcelona,102.0,233.0,48.0,181.0,0.0,
Autónoma de Madrid,40.0,0.0,0.0,31.0,0.0,
Barcelona,72.0,14.0,105.0,112.0,0.0,
Burgos,12.0,0.0,0.0,0.0,0.0,
Cádiz,19.0,0.0,0.0,1.0,0.0,
Cantabria,13.0,0.0,0.0,11.0,0.0,
Carlos III de Madrid,0.0,3.0,0.0,0.0,0.0,
Castilla-La Mancha,0.0,0.0,0.0,0.0,0.0,
Complutense de Madrid,230.0,0.0,18.0,23.0,0.0,
Córdoba,27.0,0.0,0.0,0.0,0.0,
Extremadura,15.0,28.0,0.0,0.0,0.0,
Girona,161.0,0.0,0.0,71.0,0.0,
Granada,44.0,0.0,0.0,0.0,0.0,
Huelva,0.0,0.0,0.0,0.0,0.0,
Illes Balears (Les),63.0,0.0,0.0,0.0,0.0,
Jaén,19.0,0.0,0.0,0.0,0.0,
Jaume I de Castellón,0.0,0.0,0.0,0.0,0.0,
La Laguna,15.0,0.0,0.0,3.0,0.0,
La Rioja,0.0,0.0,0.0,3.0,0.0,
Las Palmas de Gran Canaria,18.0,0.0,0.0,0.0,0.0,
León,1.0,0.0,0.0,0.0,0.0,
Lleida,20.0,0.0,0.0,87.0,0.0,
Málaga,8.0,0.0,0.0,3.0,0.0,
Miguel Hernández de Elche,36.0,0.0,0.0,0.0,0.0,
Murcia,71.0,0.0,0.0,9.0,0.0,
Oviedo,24.0,0.0,0.0,20.0,0.0,
Pablo de Olavide,4.0,0.0,0.0,0.0,0.0,
País Vasco/Euskal Herriko Unibertsitatea,50.0,19.0,0.0,6.0,0.0,
Politécnica de Cartagena,0.0,116.0,0.0,0.0,0.0,
Politécnica de Catalunya,262.0,162.0,0.0,0.0,0.0,
Politécnica de Madrid,0.0,0.0,0.0,0.0,0.0,
Politècnica de València,0.0,117.0,0.0,0.0,0.0,
Pompeu Fabra,121.0,199.0,0.0,49.0,0.0,
Pública de Navarra,0.0,0.0,0.0,0.0,0.0,
Rey Juan Carlos,122.0,0.0,4.0,0.0,0.0,
Rovira i Virgili,0.0,26.0,0.0,27.0,0.0,
Salamanca,12.0,24.0,0.0,5.0,0.0,
Santiago de Compostela,26.0,0.0,0.0,6.0,0.0,
Sevilla,152.0,0.0,0.0,23.0,0.0,
València (Estudi General),67.0,0.0,0.0,6.0,0.0,
Valladolid,0.0,44.0,0.0,2.0,0.0,
Vigo,19.0,167.0,0.0,15.0,0.0,
Zaragoza,25.0,491.0,0.0,3.0,0.0,
Universidades Públicas No Presenciales,0.0,0.0,0.0,0.0,0.0,
Nacional de Educación a Distancia,0.0,0.0,0.0,0.0,0.0,
Universidades Privadas,123.0,26.0,150.0,33.0,0.0,
Universidades Privadas Presenciales,123.0,26.0,150.0,33.0,0.0,
Abat Oliba CEU,0.0,0.0,0.0,0.0,0.0,
