Unnamed: 0,Ciencias Sociales y Jurídicas,Ingeniería y Arquitectura,Artes y Humanidades,Ciencias de la Salud,Ciencias,Unnamed: 7
,2018-2019,2018-2019,2018-2019,2018-2019,2018-2019,
,Centro adscrito,Centro adscrito,Centro adscrito,Centro adscrito,Centro adscrito,
,Hombres,Hombres,Hombres,Hombres,Hombres,
,Tiempo Completo,Tiempo Completo,Tiempo Completo,Tiempo Completo,Tiempo Completo,
A Coruña,110.0,0.0,0.0,32.0,0.0,
Alcalá,123.0,0.0,0.0,160.0,0.0,
Alicante,14.0,0.0,0.0,0.0,0.0,
Almería,0.0,0.0,0.0,0.0,0.0,
Autónoma de Barcelona,300.0,384.0,136.0,584.0,0.0,
Autónoma de Madrid,109.0,0.0,0.0,312.0,0.0,
Barcelona,606.0,225.0,404.0,598.0,0.0,
Burgos,19.0,0.0,0.0,0.0,0.0,
Cádiz,77.0,0.0,0.0,56.0,0.0,
Cantabria,39.0,0.0,11.0,191.0,0.0,
Carlos III de Madrid,159.0,118.0,0.0,0.0,0.0,
Castilla-La Mancha,0.0,0.0,0.0,0.0,0.0,
Complutense de Madrid,1850.0,0.0,0.0,225.0,0.0,
Córdoba,206.0,0.0,0.0,0.0,0.0,
Extremadura,27.0,69.0,0.0,0.0,0.0,
Girona,468.0,0.0,22.0,764.0,0.0,
Granada,216.0,0.0,0.0,0.0,0.0,
Huelva,0.0,0.0,0.0,0.0,0.0,
Illes Balears (Les),97.0,0.0,0.0,13.0,0.0,
Jaén,120.0,0.0,0.0,0.0,0.0,
Jaume I de Castellón,0.0,0.0,0.0,0.0,0.0,
La Laguna,107.0,0.0,0.0,47.0,0.0,
La Rioja,0.0,0.0,0.0,33.0,0.0,
Las Palmas de Gran Canaria,51.0,0.0,0.0,0.0,0.0,
León,11.0,0.0,0.0,0.0,0.0,
Lleida,40.0,0.0,0.0,287.0,0.0,
Málaga,134.0,0.0,0.0,38.0,0.0,
Miguel Hernández de Elche,253.0,0.0,0.0,0.0,0.0,
Murcia,236.0,0.0,0.0,45.0,0.0,
Oviedo,124.0,0.0,0.0,66.0,0.0,
Pablo de Olavide,455.0,0.0,0.0,0.0,0.0,
País Vasco/Euskal Herriko Unibertsitatea,160.0,145.0,0.0,63.0,0.0,
Politécnica de Cartagena,0.0,182.0,0.0,0.0,0.0,
Politécnica de Catalunya,605.0,352.0,42.0,0.0,0.0,
Politécnica de Madrid,0.0,0.0,21.0,0.0,0.0,
Politècnica de València,0.0,308.0,0.0,0.0,0.0,
Pompeu Fabra,1146.0,567.0,46.0,488.0,0.0,
Pública de Navarra,0.0,0.0,0.0,0.0,0.0,
Rey Juan Carlos,1582.0,35.0,249.0,0.0,0.0,
Rovira i Virgili,99.0,81.0,0.0,175.0,0.0,
