Unnamed: 0,Ciencias Sociales y Jurídicas,Ingeniería y Arquitectura,Artes y Humanidades,Ciencias de la Salud,Ciencias,Unnamed: 7
,2018-2019,2018-2019,2018-2019,2018-2019,2018-2019,
,Centro adscrito,Centro adscrito,Centro adscrito,Centro adscrito,Centro adscrito,
,Hombres,Hombres,Hombres,Hombres,Hombres,
,Tiempo Parcial,Tiempo Parcial,Tiempo Parcial,Tiempo Parcial,Tiempo Parcial,
A Coruña,49.0,0.0,0.0,10.0,0.0,
Alcalá,30.0,0.0,0.0,22.0,0.0,
Alicante,4.0,0.0,0.0,0.0,0.0,
Almería,0.0,0.0,0.0,0.0,0.0,
Autónoma de Barcelona,95.0,193.0,55.0,216.0,0.0,
Autónoma de Madrid,33.0,0.0,0.0,43.0,0.0,
Barcelona,83.0,30.0,71.0,90.0,0.0,
Burgos,11.0,0.0,0.0,0.0,0.0,
Cádiz,14.0,0.0,0.0,6.0,0.0,
Cantabria,12.0,0.0,0.0,14.0,0.0,
Carlos III de Madrid,1.0,2.0,0.0,0.0,0.0,
Castilla-La Mancha,0.0,0.0,0.0,0.0,0.0,
Complutense de Madrid,202.0,0.0,5.0,20.0,0.0,
Córdoba,60.0,0.0,0.0,0.0,0.0,
Extremadura,11.0,27.0,0.0,0.0,0.0,
Girona,120.0,0.0,5.0,89.0,0.0,
Granada,49.0,0.0,0.0,0.0,0.0,
Huelva,0.0,0.0,0.0,0.0,0.0,
Illes Balears (Les),57.0,0.0,0.0,3.0,0.0,
Jaén,24.0,0.0,0.0,0.0,0.0,
Jaume I de Castellón,0.0,0.0,0.0,0.0,0.0,
La Laguna,12.0,0.0,0.0,3.0,0.0,
La Rioja,0.0,0.0,0.0,1.0,0.0,
Las Palmas de Gran Canaria,15.0,0.0,0.0,0.0,0.0,
León,2.0,0.0,0.0,0.0,0.0,
Lleida,12.0,0.0,0.0,84.0,0.0,
Málaga,3.0,0.0,0.0,5.0,0.0,
Miguel Hernández de Elche,54.0,0.0,0.0,0.0,0.0,
Murcia,72.0,0.0,0.0,7.0,0.0,
Oviedo,25.0,0.0,0.0,18.0,0.0,
Pablo de Olavide,14.0,0.0,0.0,0.0,0.0,
País Vasco/Euskal Herriko Unibertsitatea,62.0,31.0,0.0,1.0,0.0,
Politécnica de Cartagena,0.0,119.0,0.0,0.0,0.0,
Politécnica de Catalunya,204.0,99.0,2.0,0.0,0.0,
Politécnica de Madrid,0.0,0.0,0.0,0.0,0.0,
Politècnica de València,0.0,174.0,0.0,0.0,0.0,
Pompeu Fabra,254.0,245.0,5.0,45.0,0.0,
Pública de Navarra,0.0,0.0,0.0,0.0,0.0,
Rey Juan Carlos,172.0,2.0,15.0,0.0,0.0,
Rovira i Virgili,3.0,10.0,0.0,45.0,0.0,
