Unnamed: 0,Ciencias Sociales y Jurídicas,Ingeniería y Arquitectura,Artes y Humanidades,Ciencias de la Salud,Ciencias,Unnamed: 7
,2019-2020,2019-2020,2019-2020,2019-2020,2019-2020,
,Centro adscrito,Centro adscrito,Centro adscrito,Centro adscrito,Centro adscrito,
,Mujeres,Mujeres,Mujeres,Mujeres,Mujeres,
,Tiempo Completo,Tiempo Completo,Tiempo Completo,Tiempo Completo,Tiempo Completo,
A Coruña,197.0,0.0,0.0,204.0,0.0,
Alcalá,500.0,0.0,0.0,476.0,0.0,
Alicante,15.0,0.0,0.0,0.0,0.0,
Almería,0.0,0.0,0.0,0.0,0.0,
Autónoma de Barcelona,481.0,68.0,382.0,1540.0,0.0,
Autónoma de Madrid,507.0,0.0,0.0,853.0,0.0,
Barcelona,983.0,7.0,176.0,690.0,0.0,
Burgos,18.0,0.0,0.0,0.0,0.0,
Cádiz,272.0,0.0,0.0,243.0,0.0,
Cantabria,92.0,0.0,19.0,315.0,0.0,
Carlos III de Madrid,1.0,26.0,0.0,0.0,0.0,
Castilla-La Mancha,0.0,0.0,0.0,0.0,0.0,
Complutense de Madrid,2580.0,0.0,0.0,766.0,0.0,
Córdoba,396.0,0.0,0.0,0.0,0.0,
Extremadura,104.0,12.0,0.0,0.0,0.0,
Girona,858.0,0.0,74.0,502.0,0.0,
Granada,476.0,0.0,0.0,0.0,0.0,
Huelva,0.0,0.0,0.0,0.0,0.0,
Illes Balears (Les),249.0,0.0,0.0,60.0,0.0,
Jaén,293.0,0.0,0.0,0.0,0.0,
Jaume I de Castellón,0.0,0.0,0.0,0.0,0.0,
La Laguna,128.0,0.0,0.0,188.0,0.0,
La Rioja,0.0,0.0,0.0,252.0,0.0,
Las Palmas de Gran Canaria,101.0,0.0,0.0,0.0,0.0,
León,46.0,0.0,0.0,0.0,0.0,
Lleida,84.0,0.0,0.0,82.0,0.0,
Málaga,330.0,0.0,0.0,202.0,0.0,
Miguel Hernández de Elche,356.0,0.0,0.0,0.0,0.0,
Murcia,537.0,0.0,0.0,156.0,0.0,
Oviedo,294.0,0.0,0.0,307.0,0.0,
Pablo de Olavide,239.0,0.0,0.0,35.0,0.0,
País Vasco/Euskal Herriko Unibertsitatea,129.0,18.0,0.0,257.0,0.0,
Politécnica de Cartagena,0.0,9.0,0.0,0.0,0.0,
Politécnica de Catalunya,407.0,77.0,68.0,0.0,0.0,
Politécnica de Madrid,0.0,0.0,96.0,0.0,0.0,
Politècnica de València,0.0,57.0,0.0,0.0,0.0,
Pompeu Fabra,1048.0,327.0,227.0,671.0,0.0,
Pública de Navarra,0.0,0.0,0.0,0.0,0.0,
Rey Juan Carlos,1164.0,37.0,358.0,0.0,0.0,
Rovira i Virgili,115.0,12.0,0.0,101.0,0.0,
Salamanca,21.0,11.0,0.0,340.0,0.0,
Santiago de Compostela,292.0,0.0,0.0,159.0,0.0,
Sevilla,1264.0,0.0,0.0,757.0,0.0,
