Unnamed: 0,Ciencias Sociales y Jurídicas,Ingeniería y Arquitectura,Artes y Humanidades,Ciencias de la Salud,Ciencias,Unnamed: 7
Católica Santa Teresa de Jesús de Ávila,267.0,459.0,0.0,32.0,26.0,
Deusto,209.0,96.0,23.0,8.0,0.0,
Europea de Canarias,42.0,7.0,0.0,9.0,0.0,
Europea de Madrid,837.0,364.0,28.0,248.0,9.0,
Europea de Valencia,42.0,12.0,3.0,49.0,0.0,
Europea del Atlántico,34.0,17.0,3.0,71.0,0.0,
Europea Miguel de Cervantes,175.0,23.0,0.0,139.0,1.0,
Fernando Pessoa-Canarias (UFP-C),0.0,0.0,0.0,23.0,0.0,
Francisco de Vitoria,525.0,62.0,19.0,86.0,8.0,
IE Universidad,17.0,2.0,0.0,0.0,0.0,
Internacional de Catalunya,79.0,28.0,8.0,48.0,0.0,
Loyola Andalucía,185.0,34.0,0.0,17.0,0.0,
Mondragón Unibertsitatea,108.0,124.0,0.0,0.0,0.0,
Navarra,130.0,173.0,57.0,27.0,19.0,
Pontificia Comillas,56.0,106.0,48.0,30.0,0.0,
Pontificia de Salamanca,218.0,37.0,1.0,51.0,0.0,
Ramón Llull,512.0,440.0,11.0,131.0,27.0,
San Jorge,26.0,40.0,0.0,103.0,0.0,
San Pablo-CEU,263.0,125.0,6.0,88.0,6.0,
Vic-Central de Catalunya,200.0,109.0,97.0,109.0,58.0,
Universidades Privadas No Presenciales,12016.0,4990.0,1958.0,2385.0,0.0,
A Distancia de Madrid,710.0,461.0,60.0,66.0,0.0,
Internacional de La Rioja,2001.0,350.0,242.0,0.0,0.0,
Internacional Isabel I de Castilla,518.0,96.0,0.0,615.0,0.0,
Internacional Valenciana,139.0,42.0,36.0,20.0,0.0,
Oberta de Catalunya,8648.0,4041.0,1620.0,1684.0,0.0,
Notas:,,,,,,
Fuente: Sistema Integrado de Información Universitaria (SIIU). Secretaría General de Universidades,,,,,,
