Unnamed: 0,Ciencias Sociales y Jurídicas,Ingeniería y Arquitectura,Artes y Humanidades,Ciencias de la Salud,Ciencias,Unnamed: 7
,2017-2018,2017-2018,2017-2018,2017-2018,2017-2018,
,Centro adscrito,Centro adscrito,Centro adscrito,Centro adscrito,Centro adscrito,
,Hombres,Hombres,Hombres,Hombres,Hombres,
,Tiempo Parcial,Tiempo Parcial,Tiempo Parcial,Tiempo Parcial,Tiempo Parcial,
A Coruña,52.0,0.0,0.0,6.0,0.0,
Alcalá,34.0,0.0,0.0,18.0,0.0,
Alicante,5.0,0.0,0.0,0.0,0.0,
Almería,7.0,0.0,0.0,0.0,0.0,
Autónoma de Barcelona,96.0,210.0,52.0,194.0,0.0,
Autónoma de Madrid,33.0,0.0,0.0,43.0,0.0,
Barcelona,67.0,17.0,102.0,95.0,0.0,
Burgos,15.0,0.0,0.0,0.0,0.0,
Cádiz,21.0,0.0,0.0,3.0,0.0,
Cantabria,14.0,0.0,0.0,14.0,0.0,
Carlos III de Madrid,0.0,2.0,0.0,0.0,0.0,
Castilla-La Mancha,0.0,0.0,0.0,0.0,0.0,
Complutense de Madrid,230.0,0.0,17.0,14.0,0.0,
Córdoba,32.0,0.0,0.0,0.0,0.0,
Extremadura,9.0,19.0,0.0,0.0,0.0,
Girona,144.0,0.0,0.0,89.0,0.0,
Granada,51.0,0.0,0.0,0.0,0.0,
Huelva,0.0,0.0,0.0,0.0,0.0,
Illes Balears (Les),46.0,0.0,0.0,1.0,0.0,
Jaén,32.0,0.0,0.0,0.0,0.0,
Jaume I de Castellón,0.0,0.0,0.0,0.0,0.0,
La Laguna,19.0,0.0,0.0,3.0,0.0,
La Rioja,0.0,0.0,0.0,1.0,0.0,
Las Palmas de Gran Canaria,15.0,0.0,0.0,0.0,0.0,
León,0.0,0.0,0.0,0.0,0.0,
Lleida,10.0,0.0,0.0,88.0,0.0,
Málaga,13.0,0.0,0.0,6.0,0.0,
Miguel Hernández de Elche,42.0,0.0,0.0,0.0,0.0,
Murcia,66.0,0.0,0.0,6.0,0.0,
